Genome	TP	FP	FN
NC_027121	6	1	5
NC_027122	2	0	1
NC_027131	1	0	3
NC_027141	0	1	1
NC_027142	1	1	1
NC_027140	0	1	1
NC_027124	2	5	13
NC_027128	1	0	0
NC_027126	0	2	1
NC_027138	1	0	0
NC_027139	1	0	0
NC_027135	1	1	1
NC_027137	1	0	1
NC_027134	2	0	0
NC_027136	1	0	1
NC_027129	0	3	6
NC_027214	0	1	1
NC_027212	1	1	1
NC_027215	2	0	4
NC_027428	1	2	1
NC_027426	1	2	2
NC_027427	1	1	1
NC_027431	1	0	0
NC_027430	0	2	3
NC_027429	2	2	1
NC_027534	1	0	0
NC_027535	1	0	0
NC_027537	1	0	0
NC_027538	0	1	1
NC_027549	1	0	0
NC_027550	0	1	1
NC_027552	1	0	1
NC_027551	1	0	1
NC_027536	1	0	0
NC_027548	0	1	1
NC_027563	0	1	1
NC_027565	1	0	0
NC_027566	0	1	1
NC_027564	1	0	0
NC_027553	1	0	0
NC_027567	1	0	0
NC_027568	1	0	0
NC_027569	1	0	0
NC_027571	1	0	0
NC_027573	0	1	1
NC_027576	1	0	0
NC_027574	0	2	1
NC_027570	1	0	0
NC_027572	1	0	0
NC_027532	1	2	5
NC_027528	3	1	4
NC_027527	3	0	3
NC_027533	1	0	0
NC_027539	1	0	0
NC_027540	1	0	0
NC_027543	0	2	1
NC_027545	1	0	0
NC_027546	1	0	1
NC_027547	1	0	1
NC_027542	1	0	0
NC_027544	1	0	0
NC_027541	1	0	0
NC_027531	1	4	7
NC_027530	1	1	1
NC_027619	1	0	1
NC_027637	4	3	2
NC_027636	3	3	3
NC_027635	4	1	1
NC_027634	3	2	3
NC_027633	2	4	3
NC_027631	1	1	2
NC_027648	2	2	3
NC_027647	2	3	3
NC_027646	4	1	1
NC_027645	4	3	2
NC_027644	2	5	3
NC_027643	1	4	4
NC_027642	3	3	4
NC_027641	3	3	3
NC_027640	1	6	4
NC_027639	2	3	3
NC_027638	2	5	2
NC_027701	0	2	2
NC_027714	2	0	5
NC_027710	0	3	4
NC_027712	5	1	4
NC_027713	1	0	0
NC_027706	1	0	0
NC_027711	1	2	3
NC_027703	2	3	4
NC_027720	2	0	0
NC_027719	1	1	1
NC_027718	1	0	0
NC_027776	1	1	1
NC_027777	0	3	2
NC_027783	0	3	2
NC_027789	1	1	1
NC_027793	0	2	2
NC_027791	1	1	1
NC_027787	1	0	1
NC_027782	1	2	1
NC_027785	0	1	2
NC_027784	1	0	1
NC_027795	0	2	2
NC_027781	0	2	2
NC_027802	1	0	0
NC_027808	1	0	0
NC_027809	1	0	0
NC_027810	0	1	1
NC_035937	0	1	1
NC_035938	0	1	1
NC_035939	0	1	1
NC_035935	0	1	1
NC_035936	0	1	1
NC_027816	1	0	0
NC_027804	1	0	0
NC_027805	1	0	0
NC_027806	1	0	0
NC_027811	1	0	0
NC_027812	1	0	0
NC_027813	0	1	1
NC_027803	0	1	1
NC_027807	1	0	0
NC_027814	1	0	0
NC_027815	1	0	0
NC_027779	2	2	4
NC_027790	1	0	0
NC_027799	1	0	1
NC_027797	0	1	2
NC_027780	1	1	1
NC_027798	0	2	2
NC_027800	2	0	0
NC_027792	0	2	2
NC_027786	2	0	0
NC_027794	2	0	0
NC_027788	2	0	0
NC_027801	1	1	1
NC_027822	0	1	1
NC_027823	1	0	0
NC_027916	57	33	53
NC_027915	1	0	0
NC_027821	0	2	3
NC_027818	1	0	0
NC_027820	1	1	2
NC_027920	1	0	0
NC_030690	2	2	4
NC_029255	40	29	37
NC_027924	4	0	2
NC_027923	59	30	86
NC_027917	1	0	0
NC_027919	0	1	1
NC_027918	0	2	1
NC_027926	1	0	0
NC_027927	1	1	1
NC_027922	0	2	3
NC_027928	1	0	0
NC_027929	0	2	2
NC_027930	1	1	1
NC_027921	0	1	1
NC_027998	0	2	1
NC_028044	1	1	1
NC_028045	1	1	1
NC_028046	2	0	4
NC_028099	37	38	50
NC_028097	1	0	0
NC_028098	0	2	2
NC_028115	1	0	0
NC_028126	3	1	5
NC_028125	1	4	5
NC_028134	0	2	2
NC_028133	0	1	1
NC_028124	2	0	4
NC_028114	1	1	5
NC_028111	3	0	3
NC_028129	0	2	4
NC_028119	2	2	3
NC_028117	3	1	2
NC_028116	1	0	0
NC_028123	2	2	2
NC_028120	3	1	1
NC_028127	2	2	3
NC_030688	2	2	4
NC_028368	1	0	0
NC_028374	0	4	1
NC_028371	1	0	0
NC_028376	1	0	0
NC_028365	0	1	1
NC_028364	1	0	0
NC_028363	1	0	0
NC_028378	2	0	1
NC_028372	0	1	1
NC_028370	1	0	0
NC_028377	0	1	1
NC_028367	0	2	1
NC_028373	1	0	0
NC_028369	0	1	1
NC_028375	1	0	0
NC_028387	1	1	1
NC_028382	1	0	0
NC_028383	1	0	0
NC_028386	0	1	2
NC_028384	0	1	2
NC_028385	2	0	0
NC_028389	1	0	0
NC_028388	1	0	0
NC_028391	0	1	2
NC_028392	1	1	1
NC_028396	1	0	0
NC_028397	1	0	0
NC_028393	0	1	2
NC_028398	1	0	0
NC_028399	0	2	1
NC_028394	1	1	1
NC_028395	1	0	0
NC_028402	1	1	1
NC_028400	1	0	0
NC_028401	1	0	1
NC_028136	2	0	1
NC_028144	1	0	0
NC_028145	1	0	0
NC_028142	0	3	5
NC_028143	2	1	0
NC_028141	2	0	0
NC_028140	1	1	4
NC_028137	0	2	1
NC_028138	2	0	0
NC_004732	2	0	2
NC_028146	0	1	1
NC_028139	0	1	1
NC_028240	0	1	1
NC_028230	5	0	1
NC_028243	3	0	1
NC_028232	1	3	7
NC_028242	1	1	1
NC_028239	4	2	7
NC_028236	3	2	4
NC_028241	6	0	5
NC_028244	3	2	7
NC_028231	4	2	2
NC_028249	4	3	4
NC_028246	4	2	5
NC_028253	0	1	1
NC_028252	1	0	1
NC_028250	1	0	0
NC_028251	1	0	0
NC_028255	5	0	0
NC_028265	2	1	1
NC_028264	2	2	0
NC_028263	3	1	0
NC_028261	1	4	1
NC_028260	2	2	1
NC_028259	3	1	0
NC_028267	2	3	4
NC_028262	2	0	3
NC_028266	2	2	1
NC_028362	6	0	0
NC_028470	1	1	1
NC_028467	1	1	1
NC_028490	1	0	0
NC_028488	1	1	1
NC_028486	1	1	1
NC_028485	1	1	1
NC_028483	1	1	1
NC_028481	1	1	1
NC_028480	1	1	1
NC_028491	46	13	79
NC_028476	0	1	1
NC_028478	2	1	2
NC_028482	2	1	1
NC_028477	1	1	1
NC_028494	1	0	0
NC_028499	1	0	0
NC_028495	1	0	0
NC_028496	1	0	0
NC_028497	1	0	0
NC_028500	1	0	0
NC_028636	67	23	64
NC_028635	1	2	5
NC_028649	3	0	3
NC_028462	1	1	0
NC_028492	2	2	3
NC_028466	0	1	1
NC_037570	1	0	0
NC_037571	0	1	1
NC_037572	1	0	0
NC_028465	0	2	2
NC_037574	2	0	0
NC_037576	2	0	0
NC_037577	0	1	1
NC_037578	1	0	0
NC_037573	0	1	1
NC_037575	0	1	1
NC_023339	2	1	3
NC_028752	5	1	2
NC_028650	0	2	3
NC_029122	1	0	0
NC_029123	1	0	0
NC_029124	0	1	1
NC_028891	4	12	11
NC_028902	3	0	1
NC_028975	2	1	3
NC_028868	2	1	3
NC_028949	0	1	1
NC_028989	2	0	4
NC_028921	0	2	2
NC_028973	1	1	2
NC_028981	1	0	0
NC_028970	0	1	1
NC_028964	0	1	1
NC_028806	4	2	5
NC_029034	0	2	2
NC_029037	0	2	3
NC_029035	0	2	2
NC_028948	2	0	0
NC_028994	1	2	0
NC_028993	0	7	1
NC_029014	3	1	1
NC_029012	5	1	1
NC_028867	5	0	3
NC_028824	4	2	2
NC_028814	4	2	3
NC_028833	2	5	4
NC_028811	4	2	2
NC_029038	0	1	1
NC_029036	0	1	1
NC_028985	2	0	4
NC_029051	1	0	0
NC_029132	35	52	41
NC_029053	3	2	11
NC_029052	1	1	1
NC_029109	1	1	1
NC_029108	1	1	1
NC_029096	1	1	1
NC_029095	1	0	0
NC_029064	0	1	1
NC_029117	2	0	4
NC_029105	2	0	3
NC_037611	2	0	0
NC_029125	2	0	0
NC_029126	0	2	2
NC_029089	3	0	3
NC_029088	2	1	4
NC_029087	1	2	5
NC_029086	2	2	4
NC_029085	3	0	3
NC_029082	1	0	0
NC_037616	0	2	1
NC_037617	1	1	1
NC_029063	1	0	0
NC_029128	0	1	1
NC_029129	0	2	2
NC_029127	1	0	0
NC_029076	0	1	1
NC_029115	0	2	1
NC_029114	1	0	0
NC_029112	0	1	1
NC_029111	1	1	1
NC_029110	1	1	1
NC_029133	2	0	3
NC_029131	1	1	1
NC_029300	1	2	3
NC_029303	1	0	2
NC_029301	1	0	1
NC_029302	2	1	1
NC_029304	52	14	66
NC_029311	28	73	51
NC_029312	1	1	1
NC_029313	1	0	0
NC_024910	0	1	1
NC_024911	1	0	0
NC_024912	1	0	0
NC_024914	0	1	1
NC_024916	0	1	1
NC_024917	0	1	1
NC_024918	1	0	0
NC_024919	1	0	0
NC_024920	1	0	0
NC_023420	1	0	0
NC_024913	1	0	0
NC_023421	1	0	1
NC_023422	1	0	0
NC_029306	2	0	0
NC_029307	2	0	0
NC_029309	1	1	1
NC_033620	65	33	67
NC_033619	1	0	0
NC_033776	0	2	2
NC_033781	2	2	5
NC_033783	1	0	0
NC_033785	0	1	1
NC_033786	1	0	0
NC_033787	1	0	0
NC_033788	1	0	0
NC_033789	1	0	0
NC_033790	1	0	0
NC_033791	0	1	1
NC_033784	1	0	0
NC_033782	0	1	1
NC_033779	2	0	4
NC_033777	1	3	4
NC_033792	1	2	2
NC_033740	3	2	3
NC_033706	1	2	3
NC_033701	5	0	0
NC_033727	2	1	1
NC_033732	1	0	0
NC_033709	2	2	2
NC_033711	0	7	4
NC_033702	1	0	0
NC_033712	3	0	1
NC_033714	3	1	1
NC_033717	1	3	3
NC_033718	1	0	0
NC_033708	1	0	0
NC_033748	1	0	0
NC_033751	2	0	0
NC_033731	5	0	1
NC_033735	1	3	2
NC_033733	1	1	1
NC_033710	2	1	1
NC_033707	3	0	0
NC_033749	1	1	1
NC_033750	1	0	0
NC_033713	2	0	0
NC_033722	2	0	0
NC_033764	0	1	1
NC_033765	1	0	0
NC_033766	1	0	0
NC_033767	1	0	0
NC_033769	1	0	0
NC_033768	1	0	0
NC_033762	0	3	3
NC_033763	0	3	1
NC_033760	1	0	0
NC_033761	0	1	1
NC_033759	1	0	0
NC_033756	1	0	0
NC_033757	1	0	0
NC_033758	1	1	1
NC_033725	1	0	0
NC_033729	1	0	0
NC_033772	2	0	0
NC_033773	2	0	0
NC_033774	1	0	0
NC_033745	2	2	4
NC_033744	3	2	2
NC_033741	2	0	2
NC_033746	3	0	1
NC_033747	1	1	2
NC_033742	1	1	2
NC_033743	1	1	2
NC_033736	2	0	1
NC_033739	1	0	3
NC_033738	1	0	3
NC_033696	1	2	2
NC_033695	1	0	0
NC_033720	2	0	0
NC_033716	1	0	0
NC_033700	3	2	1
NC_033734	0	3	2
NC_033704	1	1	1
NC_033705	5	0	0
NC_033753	1	0	0
NC_033754	1	0	0
NC_033730	1	1	1
NC_033728	3	0	0
NC_033703	3	0	0
NC_033719	2	1	1
NC_033752	1	1	1
NC_033755	1	0	0
NC_018102	2	2	3
NC_018105	2	0	1
NC_033793	0	1	1
NC_033824	1	1	1
NC_033823	1	0	0
NC_033820	1	0	0
NC_033828	1	0	0
NC_033830	1	0	0
NC_033831	1	1	1
NC_033847	1	0	0
NC_033851	1	0	0
NC_033852	1	0	0
NC_033816	1	0	0
NC_033815	0	3	2
NC_033822	0	1	1
NC_033827	1	0	0
NC_033829	63	17	32
NC_033832	2	0	0
NC_033833	2	0	0
NC_033834	1	0	0
NC_033821	1	2	2
NC_018136	1	0	0
NC_018137	0	2	2
NC_018138	1	0	0
NC_018151	3	0	2
NC_018173	0	2	3
NC_018174	4	1	4
NC_018175	3	0	3
NC_018176	0	1	1
NC_034017	1	0	0
NC_018226	0	1	1
NC_034161	1	0	0
NC_034160	1	0	1
NC_034155	3	0	0
NC_034158	3	0	0
NC_034159	1	0	0
NC_034167	1	0	0
NC_034215	0	1	1
NC_034214	0	1	1
NC_034210	0	2	2
NC_034216	0	1	1
NC_034217	0	1	1
NC_034219	1	2	5
NC_034218	2	2	4
NC_034221	2	2	4
NC_034220	0	4	6
NC_034222	0	1	1
NC_034223	1	0	0
NC_034224	0	4	1
NC_034225	0	1	1
NC_034240	4	1	3
NC_034243	1	2	3
NC_018403	0	1	1
NC_018404	2	0	0
NC_018402	1	0	0
NC_018401	1	1	1
NC_018382	0	5	3
NC_018399	1	2	2
NC_018384	1	0	0
NC_018383	1	0	0
NC_034265	3	2	3
NC_034266	34	136	96
NC_034267	1	0	0
NC_034253	2	2	3
NC_034247	0	6	7
NC_034246	1	4	6
NC_034245	0	1	1
NC_034254	1	0	0
NC_034255	1	0	0
NC_034256	1	0	0
NC_034261	0	1	1
NC_034262	1	0	0
NC_034263	0	1	1
NC_034252	1	0	3
NC_034251	1	3	4
NC_034264	1	1	3
NC_034273	1	0	0
NC_018448	3	0	2
NC_018450	2	1	1
NC_018449	1	2	4
NC_018456	1	1	1
NC_018457	2	0	2
NC_018458	2	0	3
NC_018481	1	1	1
NC_018484	1	0	1
NC_018482	1	0	1
NC_018483	0	2	2
NC_018455	1	0	0
NC_018461	1	0	0
NC_018462	1	0	1
NC_018466	1	0	0
NC_018459	1	0	0
NC_018460	1	0	1
NC_018465	1	0	0
NC_018464	1	0	1
NC_018467	1	0	0
NC_018463	1	0	0
NC_018476	1	0	0
NC_018477	1	0	1
NC_018478	1	0	0
NC_034375	2	1	2
NC_034378	3	1	4
NC_034377	2	3	2
NC_034376	3	0	2
NC_034381	0	1	1
NC_034384	1	0	0
NC_023425	1	1	2
NC_023435	1	0	1
NC_023434	2	0	0
NC_023433	0	3	2
NC_023432	1	1	1
NC_023431	1	1	1
NC_023429	2	0	0
NC_023428	2	0	0
NC_023430	1	1	1
NC_023427	1	1	1
NC_023436	1	1	1
NC_030311	2	0	0
NC_030310	2	0	4
NC_030378	1	0	0
NC_030379	2	0	0
NC_030380	2	0	0
NC_030392	2	0	0
NC_023441	2	2	1
NC_023442	60	16	67
NC_023440	2	1	1
NC_023443	1	0	0
NC_030395	0	1	1
NC_030398	1	1	2
NC_030400	1	0	1
NC_030402	1	2	1
NC_030405	0	1	1
NC_030406	0	1	1
NC_030407	0	2	2
NC_030409	1	0	0
NC_030410	0	1	1
NC_030413	0	1	1
NC_030415	1	0	0
NC_030411	0	1	1
NC_030412	1	0	0
NC_030414	1	0	0
NC_030408	0	1	1
NC_030391	0	1	1
NC_030447	2	2	2
NC_030448	0	2	3
NC_030479	0	1	1
NC_030480	1	0	0
NC_030458	3	5	1
NC_030472	3	5	1
NC_030462	1	0	2
NC_030655	0	1	1
NC_030657	1	0	1
NC_030658	1	0	0
NC_030659	1	0	0
NC_030660	1	0	0
NC_030661	0	1	1
NC_030662	1	0	0
NC_030663	0	1	1
NC_030654	1	0	4
NC_030651	1	0	0
NC_030650	1	0	1
NC_030653	1	0	0
NC_030693	0	2	2
NC_030697	1	0	0
NC_030699	2	0	4
NC_030701	3	1	3
NC_030745	1	0	0
NC_030744	1	0	0
NC_030742	1	2	4
NC_030749	1	2	5
NC_030748	1	1	6
NC_030746	2	1	3
NC_030750	1	0	0
NC_030752	1	0	0
NC_030793	1	1	1
NC_030801	4	0	2
NC_030800	3	1	4
NC_030799	3	1	4
NC_030798	3	1	3
NC_030797	2	2	4
NC_030796	2	2	5
NC_030795	3	1	5
NC_030794	1	0	1
NC_030838	1	2	4
NC_030837	2	0	1
NC_030840	0	1	1
NC_030847	1	0	0
NC_030839	4	1	5
NC_030844	1	2	1
NC_030843	1	0	0
NC_030922	2	0	0
NC_030926	3	0	3
NC_030938	1	0	0
NC_030864	0	1	1
NC_030861	0	1	1
NC_030873	1	2	3
NC_030876	1	0	0
NC_030875	1	0	0
NC_030872	1	0	0
NC_030871	1	0	0
NC_030870	1	0	0
NC_030869	1	1	1
NC_030868	2	0	0
NC_030867	2	0	0
NC_030877	1	0	0
NC_030882	1	0	0
NC_030878	1	0	0
NC_030879	1	0	0
NC_030866	1	0	0
NC_030865	1	0	0
NC_030887	2	1	1
NC_030888	1	0	0
NC_030891	1	2	1
NC_031093	3	2	2
NC_031088	4	1	0
NC_031141	0	1	1
NC_031142	1	0	0
NC_031083	3	3	2
NC_031138	0	1	1
NC_031139	1	0	0
NC_031136	1	1	0
NC_031135	0	1	1
NC_031079	4	1	1
NC_031130	1	0	0
NC_031134	1	0	0
NC_031106	1	0	0
NC_031105	1	0	0
NC_031089	3	0	3
NC_031221	0	1	1
NC_031222	1	0	0
NC_031217	3	0	0
NC_031218	1	0	0
NC_031220	1	0	0
NC_031216	4	2	1
NC_031215	5	1	1
NC_031214	2	1	1
NC_031244	4	0	0
NC_031225	5	0	1
NC_031283	4	1	1
NC_031282	6	0	0
NC_031278	5	2	1
NC_031295	1	0	0
NC_031298	1	0	0
NC_031276	1	0	0
NC_031293	1	0	0
NC_031294	1	0	0
NC_031287	1	0	0
NC_031292	0	1	1
NC_031291	1	0	0
NC_031288	1	0	0
NC_031248	3	1	1
NC_031275	3	0	0
NC_031273	2	2	1
NC_031272	4	3	2
NC_031270	3	1	1
NC_031268	1	2	1
NC_031284	1	0	0
NC_031285	1	2	0
NC_031259	3	0	0
NC_031240	4	1	1
NC_031236	5	0	0
NC_031232	3	2	3
NC_031227	4	1	2
NC_031301	5	0	0
NC_031313	1	0	0
NC_031316	1	0	0
NC_031314	1	0	0
NC_031304	3	1	1
NC_031303	5	1	1
NC_031309	1	0	0
NC_031312	1	0	0
NC_031308	1	0	0
NC_031307	1	0	0
NC_031302	4	1	1
NC_031306	2	0	5
NC_031305	5	0	0
NC_031320	1	0	0
NC_031321	1	0	0
NC_031317	1	0	0
NC_031318	1	0	0
NC_031326	2	2	2
NC_031327	1	0	1
NC_031336	0	1	1
NC_031338	1	0	0
NC_031339	1	0	1
NC_031340	2	0	4
NC_031341	0	1	1
NC_031342	1	1	1
NC_031448	1	1	5
NC_031453	1	1	1
NC_031451	1	1	4
NC_031449	0	1	1
NC_031450	2	2	3
NC_031458	2	0	4
NC_031459	2	0	0
NC_031454	2	1	0
NC_031455	2	0	3
NC_031456	2	0	4
NC_031457	2	0	0
NC_031452	1	1	4
NC_031461	1	1	1
NC_031464	0	2	2
NC_031463	1	1	1
NC_031462	0	1	1
NC_031466	2	0	4
NC_031670	2	0	0
NC_031695	0	6	5
NC_031692	1	0	2
NC_031687	2	0	0
NC_031690	5	0	0
NC_031691	5	0	0
NC_031688	2	0	0
NC_023483	1	0	0
NC_031747	1	3	5
NC_031758	2	0	0
NC_031759	2	0	0
NC_031762	1	0	0
NC_031757	2	1	2
NC_031752	1	0	0
NC_031756	2	4	4
NC_031754	2	0	4
NC_031750	1	0	0
NC_031749	0	1	1
NC_031751	0	2	2
NC_031753	1	3	0
NC_031760	1	2	6
NC_031766	1	0	0
NC_031763	1	0	0
NC_031764	2	0	3
NC_031765	0	2	2
NC_031761	62	28	94
NC_031800	1	2	7
NC_033737	1	1	4
NC_033464	51	27	35
NC_031955	4	1	1
NC_032004	2	0	3
NC_031961	1	1	4
NC_031960	2	0	0
NC_031958	0	4	0
NC_031957	0	4	0
NC_031988	3	2	2
NC_032005	2	2	4
NC_032006	2	0	3
NC_032087	1	0	0
NC_032106	1	1	1
NC_032104	3	1	2
NC_032107	5	1	3
NC_032118	1	1	5
NC_032114	0	1	1
NC_032115	1	1	1
NC_032112	1	1	1
NC_032120	2	2	5
NC_032116	0	1	1
NC_032113	2	0	0
NC_032117	2	1	1
NC_032150	1	0	0
NC_032149	1	0	0
NC_032121	1	0	0
NC_032127	1	3	3
NC_032133	1	0	0
NC_032134	1	0	0
NC_032154	1	0	0
NC_032155	0	1	1
NC_032131	0	1	1
NC_032132	1	0	0
NC_032128	1	0	0
NC_032130	0	2	1
NC_032148	1	0	0
NC_032146	1	0	0
NC_032147	0	1	1
NC_032143	1	0	0
NC_032145	1	0	0
NC_032144	0	1	1
NC_032140	0	1	1
NC_032141	1	0	0
NC_032142	1	0	0
NC_032124	3	1	3
NC_032138	1	0	0
NC_032139	1	0	0
NC_032136	1	0	0
NC_032137	1	0	0
NC_032135	1	0	0
NC_032153	1	0	0
NC_032151	1	0	0
NC_032152	1	0	0
NC_032161	1	0	0
NC_032162	1	0	0
NC_032164	1	0	0
NC_032165	2	0	0
NC_032166	1	0	0
NC_032167	1	0	0
NC_032168	1	0	0
NC_032169	1	0	0
NC_032170	1	0	0
NC_032163	0	1	1
NC_032158	1	0	0
NC_032159	1	0	0
NC_032160	0	1	1
NC_032157	1	0	0
NC_032156	1	0	0
NC_032129	2	0	0
NC_032172	1	0	0
NC_023484	1	0	0
NC_023485	1	0	3
NC_023486	1	0	0
NC_023487	0	1	1
NC_023488	1	0	0
NC_023489	1	0	0
NC_023490	1	0	0
NC_023491	1	0	0
NC_023492	1	0	0
NC_023493	1	0	0
NC_023494	1	0	0
NC_023495	0	1	1
NC_023496	1	3	5
NC_003639	0	1	1
NC_032122	0	2	2
NC_032125	2	0	0
NC_032123	2	1	3
NC_032682	1	1	1
NC_032726	1	3	2
NC_032208	2	0	0
NC_032252	2	0	0
NC_032240	2	0	1
NC_032182	0	2	2
NC_032189	2	0	0
NC_032199	2	0	0
NC_032207	2	1	1
NC_032224	1	3	2
NC_032222	0	5	3
NC_032209	1	0	0
NC_032221	0	1	1
NC_032186	1	1	1
NC_032241	1	0	0
NC_032225	0	2	2
NC_032245	3	0	1
NC_032242	5	1	1
NC_032215	0	2	2
NC_032180	1	3	3
NC_032211	3	0	0
NC_032218	1	0	0
NC_032231	2	3	1
NC_032259	1	0	0
NC_032261	1	0	0
NC_032263	1	0	0
NC_032264	0	1	1
NC_032265	1	0	0
NC_032266	1	0	0
NC_032267	0	1	1
NC_032258	1	0	0
NC_032260	1	0	0
NC_032262	1	0	0
NC_032256	1	0	0
NC_032257	1	0	0
NC_032282	1	0	0
NC_032174	2	0	0
NC_032175	1	1	1
NC_032276	1	0	0
NC_032281	1	0	0
NC_032277	1	0	0
NC_032278	1	0	0
NC_032279	1	0	0
NC_032280	0	1	1
NC_032203	1	2	3
NC_032230	1	1	1
NC_032179	1	0	0
NC_032255	45	37	78
NC_032270	0	1	1
NC_032271	0	1	1
NC_032212	1	0	0
NC_032268	1	1	1
