Genome	TP	FP	FN
NC_030224	1	1	1
NC_030244	0	1	1
NC_030235	0	1	2
NC_030234	0	1	1
NC_030233	0	2	2
NC_030232	0	2	2
NC_030240	30	50	100
NC_030245	0	1	1
NC_030227	0	1	1
NC_030290	0	2	1
NC_023295	0	1	4
NC_027059	1	0	2
NC_023302	0	1	1
NC_023296	0	1	1
NC_023297	0	1	1
NC_023309	1	0	0
NC_023310	0	1	1
NC_023303	1	0	0
NC_023311	1	0	0
NC_027026	0	3	2
NC_027016	21	103	63
NC_027054	0	1	1
NC_023312	0	1	6
NC_026944	0	2	4
NC_026945	1	1	3
NC_026943	1	0	3
NC_027198	0	2	5
NC_027209	1	2	1
NC_027211	0	1	3
NC_027210	0	1	1
NC_027123	1	1	3
NC_027122	0	1	3
NC_027142	0	1	2
NC_027124	0	4	15
NC_027128	0	2	1
NC_027126	0	1	1
NC_027138	1	0	0
NC_027139	0	1	1
NC_027137	0	1	2
NC_027214	1	0	0
NC_027212	0	1	2
NC_027215	0	1	6
NC_027428	0	1	2
NC_027426	1	1	2
NC_027427	0	2	2
NC_027429	2	0	1
NC_027534	0	1	1
NC_027548	1	0	0
NC_027563	1	0	0
NC_027565	1	0	0
NC_027566	1	0	0
NC_027564	0	1	1
NC_027553	0	2	1
NC_027568	0	1	1
NC_027571	1	0	0
NC_027573	0	1	1
NC_027527	1	0	5
NC_027539	1	0	0
NC_027540	0	1	1
NC_027543	0	1	1
NC_027545	0	1	1
NC_027547	1	0	1
NC_027541	0	1	1
NC_027531	0	1	8
NC_027619	0	5	2
NC_027637	1	2	5
NC_027636	2	1	4
NC_027635	3	2	2
NC_027634	3	2	3
NC_027633	2	0	3
NC_027631	0	1	3
NC_027648	3	0	2
NC_027647	2	1	3
NC_027646	3	2	2
NC_027645	2	3	4
NC_027644	1	4	4
NC_027643	1	3	4
NC_027642	2	1	5
NC_027641	3	2	3
NC_027640	1	4	4
NC_027639	2	3	3
NC_027638	1	4	3
NC_027701	0	1	2
NC_027710	0	2	4
NC_027712	0	4	9
NC_027711	1	1	3
NC_027703	0	1	6
NC_027719	0	1	2
NC_027777	0	2	2
NC_027783	1	0	1
NC_027789	1	0	1
NC_027793	1	0	1
NC_027791	1	0	1
NC_027787	1	0	1
NC_027782	1	1	1
NC_027785	1	2	1
NC_027784	1	0	1
NC_027795	0	1	2
NC_027796	0	1	1
NC_027781	0	1	2
NC_027806	0	1	1
NC_027812	0	2	1
NC_027813	1	0	0
NC_027814	0	1	1
NC_027815	1	0	0
NC_027790	1	0	0
NC_027799	0	1	2
NC_027797	0	2	2
NC_027780	1	0	1
NC_027798	0	1	2
NC_027800	0	2	2
NC_027792	0	1	2
NC_027786	0	1	2
NC_027794	0	1	2
NC_027801	0	1	2
NC_027823	1	0	0
NC_027916	6	28	104
NC_027820	0	2	3
NC_030690	1	1	5
NC_029255	0	10	77
NC_027924	1	1	5
NC_027923	34	47	111
NC_027919	0	1	1
NC_027918	0	1	1
NC_027929	1	0	1
NC_027930	0	1	2
NC_027998	0	1	1
NC_028044	0	1	2
NC_028046	0	1	6
NC_028099	0	9	87
NC_028097	1	0	0
NC_028098	0	2	2
NC_028126	1	0	7
NC_028134	0	1	2
NC_028114	0	1	6
NC_028111	0	2	6
NC_028120	0	1	4
NC_028127	0	1	5
NC_030688	0	1	6
NC_028374	0	3	1
NC_028371	0	3	1
NC_028378	0	1	3
NC_028372	0	1	1
NC_028370	0	1	1
NC_028377	0	3	1
NC_028367	0	1	1
NC_028373	0	1	1
NC_028369	0	1	1
NC_028375	0	1	1
NC_028385	0	1	2
NC_028397	0	1	1
NC_028393	0	1	2
NC_028402	0	2	2
NC_028400	0	1	1
NC_028144	0	1	1
NC_028142	0	1	5
NC_028141	0	1	2
NC_028140	0	2	5
NC_028137	0	3	1
NC_028146	0	1	1
NC_028240	1	0	0
NC_028230	0	2	6
NC_028243	0	2	4
NC_028232	1	2	7
NC_028242	0	1	2
NC_028236	1	0	6
NC_028241	0	2	11
NC_028244	2	2	8
NC_028231	0	1	6
NC_028249	0	1	8
NC_028246	0	1	9
NC_028250	1	0	0
NC_028251	1	0	0
NC_028255	1	3	4
NC_028265	0	1	3
NC_028264	1	0	1
NC_028263	0	2	3
NC_028261	0	1	2
NC_028260	0	2	3
NC_028259	0	2	3
NC_028262	0	1	5
NC_028266	0	1	3
NC_028470	0	1	2
NC_028467	0	2	2
NC_028486	0	1	2
NC_028485	0	1	2
NC_028483	0	1	2
NC_028481	0	1	2
NC_028480	0	1	2
NC_028491	3	16	122
NC_028475	0	1	1
NC_028482	0	1	3
NC_028477	1	0	1
NC_028494	0	1	1
NC_028499	0	1	1
NC_028495	0	1	1
NC_028496	1	0	0
NC_028500	0	1	1
NC_028636	22	42	109
NC_028649	0	3	6
NC_028462	1	0	0
NC_037571	0	1	1
NC_028465	0	1	2
NC_037576	0	1	2
NC_037577	0	1	1
NC_037578	0	1	1
NC_037573	0	1	1
NC_023339	0	1	5
NC_028752	1	4	6
NC_029122	1	0	0
NC_029124	0	1	1
NC_028891	3	7	12
NC_028902	2	1	2
NC_028975	0	1	5
NC_028868	0	1	5
NC_028949	0	1	1
NC_028989	0	1	6
NC_028921	0	2	2
NC_028973	0	2	3
NC_028964	1	0	0
NC_028806	0	4	9
NC_029034	0	1	2
NC_029037	1	0	2
NC_029035	0	2	2
NC_028948	0	2	2
NC_028994	0	4	1
NC_028993	0	6	1
NC_029014	2	3	2
NC_029012	2	3	4
NC_028867	0	1	8
NC_028824	0	5	6
NC_028814	0	3	7
NC_028833	1	6	5
NC_028811	1	4	5
NC_029038	0	1	1
NC_028985	0	1	6
NC_029051	0	1	1
NC_029132	1	14	75
NC_029053	0	2	14
NC_029109	0	1	2
NC_029108	1	1	1
NC_029095	0	1	1
NC_029117	1	1	5
NC_029105	0	2	5
NC_037611	0	1	2
NC_029125	1	0	1
NC_029126	0	2	2
NC_029089	0	1	6
NC_029088	0	1	6
NC_029087	0	1	6
NC_029086	1	1	5
NC_029085	1	0	5
NC_037617	0	1	2
NC_029063	0	2	1
NC_029127	0	1	1
NC_029115	0	1	1
NC_029114	1	0	0
NC_029112	1	0	0
NC_029110	0	1	2
NC_029133	0	2	5
NC_029131	0	2	2
NC_029300	0	1	4
NC_029303	0	1	3
NC_029304	14	25	104
NC_029311	9	49	70
NC_029312	0	1	2
NC_024911	0	1	1
NC_024914	0	1	1
NC_024919	1	0	0
NC_024920	0	1	1
NC_023420	0	1	1
NC_024915	1	0	0
NC_023421	1	0	1
NC_023422	0	1	1
NC_029306	0	1	2
NC_029307	0	1	2
NC_029309	0	2	2
NC_033620	2	11	130
NC_033618	0	1	1
NC_033776	0	3	2
NC_033785	1	0	0
NC_033787	0	1	1
NC_033789	0	1	1
NC_033790	1	0	0
NC_033784	0	1	1
NC_033782	0	1	1
NC_033777	0	2	5
NC_033792	0	1	3
NC_033740	0	3	6
NC_033706	0	1	4
NC_033701	1	1	4
NC_033727	0	1	3
NC_033711	0	1	4
NC_033712	0	1	4
NC_033714	0	1	4
NC_033717	0	1	4
NC_033748	0	1	1
NC_033735	0	1	3
NC_033713	0	1	2
NC_033762	0	1	3
NC_033763	0	1	1
NC_033758	0	1	2
NC_033773	0	1	2
NC_033745	0	1	6
NC_033744	0	4	5
NC_033741	1	1	3
NC_033746	1	4	3
NC_033747	0	2	3
NC_033743	0	2	3
NC_033736	0	2	3
NC_033739	1	0	3
NC_033696	0	1	3
NC_033695	0	1	1
NC_033720	1	1	1
NC_033716	0	1	1
NC_033700	0	3	4
NC_033704	0	1	2
NC_033705	0	1	5
NC_033753	0	1	1
NC_033754	1	0	0
NC_033730	0	1	2
NC_033728	1	0	2
NC_033703	0	1	3
NC_033719	0	1	3
NC_018105	0	2	3
NC_033793	0	1	1
NC_033824	0	1	2
NC_033823	0	1	1
NC_033828	0	4	1
NC_033816	0	3	1
NC_033815	0	1	2
NC_033827	0	1	1
NC_033829	6	17	89
NC_033832	0	1	2
NC_033821	0	1	3
NC_018151	0	1	5
NC_034017	0	1	1
NC_018226	0	1	1
NC_034161	0	1	1
NC_034160	1	1	1
NC_034155	3	0	0
NC_034158	1	0	2
NC_034210	0	1	2
NC_034217	0	1	1
NC_034219	1	0	5
NC_034218	0	1	6
NC_034222	0	1	1
NC_034225	0	1	1
NC_034243	1	1	3
NC_018403	0	1	1
NC_018382	0	1	3
NC_018399	0	1	3
NC_018383	0	1	1
NC_034265	0	1	6
NC_034266	19	53	111
NC_034267	0	1	1
NC_034246	0	2	7
NC_034250	0	1	1
NC_034245	0	1	1
NC_034256	0	1	1
NC_034261	0	1	1
NC_034263	0	1	1
NC_034252	1	1	3
NC_034264	1	0	3
NC_034273	0	1	1
NC_018458	0	1	5
NC_018483	0	1	2
NC_018455	0	1	1
NC_018462	0	1	2
NC_018460	1	0	1
NC_018477	0	1	2
NC_034378	0	1	7
NC_034377	0	1	4
NC_034381	0	2	1
NC_023425	0	3	3
NC_023433	0	1	2
NC_023432	0	1	2
NC_023431	1	0	1
NC_023429	1	0	1
NC_023428	0	1	2
NC_023427	1	0	1
NC_023436	0	2	2
NC_030311	1	1	1
NC_030310	0	1	6
NC_030309	0	1	1
NC_030379	0	1	2
NC_030380	0	1	2
NC_030392	0	2	2
NC_023441	1	3	2
NC_023442	38	33	89
NC_030398	0	1	3
NC_030400	0	2	2
NC_030402	0	1	2
NC_030405	0	1	1
NC_030406	1	0	0
NC_030407	1	0	1
NC_030409	1	0	0
NC_030410	0	1	1
NC_030413	1	0	0
NC_030415	1	0	0
NC_030412	0	1	1
NC_030414	0	1	1
NC_030408	0	1	1
NC_030391	0	1	1
NC_030397	0	1	1
NC_030447	0	1	4
NC_030448	0	1	3
NC_030479	0	1	1
NC_030458	1	4	3
NC_030472	2	2	2
NC_030462	0	1	3
NC_030655	0	3	1
NC_030657	0	1	2
NC_030654	1	1	4
NC_030651	0	2	1
NC_030650	0	1	2
NC_030693	0	3	2
NC_030697	0	1	1
NC_030701	0	1	6
NC_030744	0	1	1
NC_030749	0	1	6
NC_030748	1	1	6
NC_030793	1	1	1
NC_030797	0	1	6
NC_030795	0	2	8
NC_030794	0	1	2
NC_030837	0	1	3
NC_030847	0	1	1
NC_030839	1	0	8
NC_030844	0	1	2
NC_030843	0	1	1
NC_030926	0	2	6
NC_030863	0	1	1
NC_030873	0	1	4
NC_030871	0	2	1
NC_030868	0	3	2
NC_030867	0	2	2
NC_030877	1	0	0
NC_030882	1	0	0
NC_030878	1	0	0
NC_030879	1	0	0
NC_030887	0	1	3
NC_030888	0	1	1
NC_030891	1	1	1
NC_031093	0	1	5
NC_031083	1	0	4
NC_031136	0	1	1
NC_031079	0	1	5
NC_031130	1	0	0
NC_031134	1	0	0
NC_031106	0	1	1
NC_031105	0	1	1
NC_031089	0	3	6
NC_031220	0	1	1
NC_031244	0	3	4
NC_031291	0	1	1
NC_031273	0	1	3
NC_031272	0	2	6
NC_031270	0	2	4
NC_031268	0	2	2
NC_031284	0	1	1
NC_031259	0	1	3
NC_031240	0	1	5
NC_031236	0	1	5
NC_031232	0	3	6
NC_031304	0	2	4
NC_031303	0	2	6
NC_031312	0	1	1
NC_031307	0	1	1
NC_031305	0	2	5
NC_031327	0	1	2
NC_031339	0	2	2
NC_031340	0	1	6
NC_031342	0	1	2
NC_031448	0	1	6
NC_031451	0	1	5
NC_031449	0	1	1
NC_031450	1	1	4
NC_031458	0	2	6
NC_031455	0	1	5
NC_031456	0	2	6
NC_031457	0	1	2
NC_031461	0	1	2
NC_031464	0	1	2
NC_031462	0	1	1
NC_031466	0	1	6
NC_031670	0	1	2
NC_031695	2	1	3
NC_031692	0	1	3
NC_031687	0	1	2
NC_031690	1	1	4
NC_031688	0	2	2
NC_031747	0	2	6
NC_031759	1	0	1
NC_031756	0	1	6
NC_031751	0	1	2
NC_031764	0	1	5
NC_031765	0	2	2
NC_031761	72	45	84
NC_031800	1	1	7
NC_033464	0	15	86
NC_031955	0	1	5
NC_032004	0	1	5
NC_031961	0	1	5
NC_031960	1	0	1
NC_031988	0	1	5
NC_032006	0	3	5
NC_032087	0	1	1
NC_032106	0	1	2
NC_032104	0	1	5
NC_032107	1	2	7
NC_032118	1	2	5
NC_032115	0	1	2
NC_032112	0	1	2
NC_032120	0	1	7
NC_032116	1	0	0
NC_032113	0	1	2
NC_032117	0	3	3
NC_032150	0	2	1
NC_032149	1	0	0
NC_032127	1	5	3
NC_032133	0	1	1
NC_032134	0	1	1
NC_032154	0	1	1
NC_032131	1	0	0
NC_032132	1	0	0
NC_032130	0	2	1
NC_032148	0	1	1
NC_032147	0	1	1
NC_032145	0	1	1
NC_032124	1	4	5
NC_032139	1	0	0
NC_032167	0	1	1
NC_032129	0	1	2
NC_032172	0	1	1
NC_023485	0	2	4
NC_023490	0	1	1
NC_023492	0	1	1
NC_023494	1	0	0
NC_023495	1	0	0
NC_023496	0	1	6
NC_032125	0	2	2
NC_032123	0	1	5
NC_032726	2	1	1
NC_032208	0	2	2
NC_032182	0	1	2
NC_032189	0	1	2
NC_032207	0	3	3
NC_032224	0	2	3
NC_032209	0	1	1
NC_032221	0	2	1
NC_032186	0	1	2
NC_032241	0	1	1
NC_032242	0	2	6
NC_032215	0	2	2
NC_032211	0	1	3
NC_032231	0	2	3
NC_032174	0	2	2
NC_032175	0	2	2
NC_032277	0	1	1
NC_032203	0	2	4
NC_032179	0	1	1
NC_032255	23	44	100
NC_032212	0	1	1
NC_032184	0	1	2
NC_032236	0	1	2
NC_032233	0	1	2
NC_032232	1	0	1
NC_032191	0	1	2
NC_032213	0	1	2
NC_032173	0	1	2
NC_032243	0	1	2
NC_032247	0	1	3
NC_032239	0	1	3
NC_032188	0	1	2
NC_032187	0	1	2
NC_032223	0	1	2
NC_032217	0	3	3
NC_032228	0	2	2
NC_032229	1	0	1
NC_032250	0	1	2
NC_032214	0	3	3
NC_032216	1	1	1
NC_032202	0	2	3
NC_032193	0	2	2
NC_032183	0	1	2
NC_032272	0	1	1
NC_032274	0	2	1
NC_032275	0	1	1
NC_032205	0	1	1
NC_032249	0	2	2
NC_032194	1	0	0
NC_032192	1	0	1
NC_032206	0	1	2
NC_032226	0	2	2
NC_032244	0	2	2
NC_032185	0	1	1
NC_032403	0	2	2
NC_032444	3	2	2
NC_032442	1	1	3
NC_032413	0	2	2
NC_032518	0	1	1
NC_032519	0	1	1
NC_032520	1	0	0
NC_032439	0	3	3
NC_032437	0	1	6
NC_032492	0	4	9
NC_032496	0	3	2
NC_032484	2	0	0
NC_032423	0	2	2
NC_032426	0	2	2
NC_032433	0	3	4
NC_032454	0	1	1
NC_032467	0	1	2
NC_032463	0	1	2
NC_032481	1	1	1
NC_032523	0	1	3
NC_032464	0	1	2
NC_032441	0	1	1
NC_032447	1	1	4
NC_032445	3	2	3
NC_032476	0	1	1
NC_032522	0	1	1
NC_032490	0	2	7
NC_032417	0	1	4
NC_032459	0	1	2
NC_032477	1	2	4
NC_032456	0	2	3
NC_032451	1	1	4
NC_032407	0	1	1
NC_032488	0	2	1
NC_032427	1	0	2
NC_032430	0	2	4
NC_032432	0	1	6
NC_032446	0	1	1
NC_032453	0	3	3
NC_032503	0	1	1
NC_032502	0	1	1
NC_032494	0	2	2
NC_032482	0	1	1
NC_032525	0	1	1
NC_032526	0	1	1
NC_032486	0	1	2
NC_032461	0	1	2
NC_032452	0	1	1
NC_032408	0	1	1
NC_032457	1	1	1
NC_032406	0	1	1
NC_032468	0	1	1
NC_032415	0	1	1
NC_032491	0	1	2
NC_032483	0	1	3
NC_032515	0	1	1
NC_032420	0	1	2
NC_032473	0	1	1
NC_032487	0	2	2
NC_032429	0	2	2
NC_032438	1	2	2
NC_032443	0	2	4
NC_032422	0	1	2
NC_032474	0	1	4
NC_032472	2	3	3
NC_032425	0	2	3
NC_032419	1	1	1
NC_032527	0	1	2
NC_032566	0	1	1
NC_032641	1	0	0
NC_032534	0	1	2
NC_032567	1	2	7
NC_032622	0	2	2
NC_032624	0	1	1
NC_032541	0	2	4
NC_032544	0	3	4
NC_032543	0	1	3
NC_032558	0	1	4
NC_032555	0	1	3
NC_032570	0	1	2
NC_032588	0	2	2
NC_032638	0	1	2
NC_032595	0	2	2
NC_032597	0	1	2
NC_032644	0	1	1
NC_032610	1	0	1
NC_032580	1	1	1
NC_032598	0	2	3
NC_032642	0	2	2
NC_032584	0	2	2
NC_032549	1	1	1
NC_032600	2	0	0
NC_032529	0	2	2
NC_032614	0	1	2
NC_032608	0	2	2
NC_032562	1	1	1
NC_032552	0	2	3
NC_032626	0	1	1
NC_032621	0	1	1
NC_032530	0	1	2
NC_032537	0	1	2
NC_032630	0	1	2
NC_032569	0	2	2
NC_032613	0	1	2
NC_032612	0	1	2
NC_032611	0	1	1
NC_032592	0	1	2
NC_032631	0	1	1
NC_032625	0	2	2
NC_032532	0	2	2
NC_032605	1	1	2
NC_032533	2	0	1
NC_032635	0	2	2
NC_032618	0	1	2
NC_032633	0	1	2
NC_032559	0	2	2
NC_032571	0	2	2
NC_032568	0	1	1
NC_032564	0	1	1
NC_032629	0	1	2
NC_032583	0	1	1
NC_032617	0	1	1
NC_032627	0	1	1
NC_032604	0	2	2
NC_032556	0	1	1
NC_032546	0	1	1
NC_032542	0	2	2
NC_032637	0	1	1
NC_032548	0	1	1
NC_032563	1	0	1
NC_032557	0	1	1
NC_032591	0	1	1
NC_032589	0	2	2
NC_032587	0	1	2
NC_032593	0	1	2
NC_032628	0	1	1
NC_032585	0	1	2
NC_032531	0	1	2
NC_032599	1	1	1
NC_032603	0	1	1
NC_032553	0	1	2
NC_032528	0	2	2
NC_032643	0	2	2
NC_032535	0	1	1
NC_032619	0	2	2
NC_032572	0	1	2
NC_032639	0	2	2
NC_032545	1	0	0
NC_032550	1	1	1
NC_032620	0	1	2
NC_032547	0	1	2
NC_032615	0	1	2
NC_032636	0	1	2
NC_032575	0	1	2
NC_032586	1	2	2
NC_032616	0	1	1
NC_032565	0	2	4
NC_032596	1	1	1
NC_032609	2	0	0
NC_032554	0	2	2
NC_032538	1	1	1
NC_032646	0	1	1
NC_032645	0	1	2
NC_032561	0	1	2
NC_032594	1	1	1
NC_032579	1	1	1
NC_033334	0	1	5
NC_033415	0	3	2
NC_033416	0	1	3
NC_032727	0	1	1
NC_032728	0	1	5
NC_033048	0	1	2
NC_033217	0	1	2
NC_032807	0	1	3
NC_032965	0	2	4
NC_033069	1	1	1
NC_033080	0	1	2
NC_033119	0	1	2
NC_033212	0	1	2
NC_033116	0	2	4
NC_032973	0	2	5
NC_032986	0	1	3
NC_032797	1	1	2
NC_033242	0	1	3
NC_033133	1	2	2
NC_033127	0	1	1
NC_033145	0	1	2
NC_032990	0	1	1
NC_033045	0	1	1
NC_033003	1	0	0
NC_033148	0	1	1
NC_033062	0	2	2
NC_033019	0	2	1
NC_033157	0	1	1
NC_032759	0	1	2
NC_033093	0	1	2
NC_032743	0	1	1
NC_033026	0	1	1
NC_032998	0	1	1
NC_033009	0	3	3
NC_032964	0	1	3
NC_032853	0	1	2
NC_032875	0	1	2
NC_032992	1	4	3
NC_032751	0	1	1
NC_032758	0	1	1
NC_032735	0	3	3
NC_033153	0	1	1
NC_033122	0	1	1
NC_033094	1	0	0
NC_033267	1	1	6
NC_032783	0	2	3
NC_032971	0	1	5
NC_033229	1	2	4
NC_033275	0	1	2
NC_032840	0	1	1
NC_032804	0	1	2
NC_033278	0	1	1
NC_033318	0	1	1
NC_033317	0	1	1
NC_032729	0	1	2
NC_033270	0	1	2
NC_033138	0	1	2
NC_033128	1	1	2
NC_033120	0	1	2
NC_033239	0	1	1
NC_033300	0	1	2
NC_032852	0	1	1
NC_032996	1	1	1
NC_032825	0	1	2
NC_032989	1	1	1
NC_032784	3	2	2
NC_033296	0	2	1
NC_033298	0	1	1
NC_033299	0	1	1
NC_033067	0	2	2
NC_032842	0	1	2
NC_033110	0	1	2
NC_033036	0	1	1
NC_033163	0	1	2
NC_032814	0	1	2
NC_033131	0	2	2
NC_032900	0	1	1
NC_033150	0	1	1
NC_032882	0	1	1
NC_033051	0	1	1
NC_033198	0	2	1
NC_033107	0	1	1
NC_032921	0	1	2
NC_033151	1	1	1
NC_032969	0	1	2
NC_032939	0	2	2
NC_032959	0	1	2
NC_032908	1	1	1
NC_032975	0	2	2
NC_032837	0	1	1
NC_033205	0	2	2
NC_032943	0	1	1
NC_033088	0	1	1
NC_032873	0	1	1
NC_033010	0	2	2
NC_032808	0	1	2
NC_033215	0	1	2
NC_032847	0	1	1
NC_032963	0	1	1
NC_032886	0	2	2
NC_033075	0	1	1
NC_032981	0	1	2
NC_033137	0	1	2
NC_033171	0	1	1
NC_033184	1	1	4
NC_033147	0	1	2
NC_033022	0	1	5
NC_033240	0	2	3
NC_033166	0	2	2
NC_033100	0	1	2
NC_032827	1	0	0
NC_033012	0	1	2
NC_033090	0	2	3
NC_033024	0	2	3
NC_033073	0	1	3
NC_033043	0	2	2
NC_033079	1	1	1
NC_033236	0	2	2
NC_032854	0	2	1
NC_032844	0	1	1
NC_032818	1	0	1
NC_032815	0	1	1
NC_032834	0	2	2
NC_032799	0	1	2
NC_032791	0	2	2
NC_032803	0	1	2
NC_032763	0	3	3
NC_033098	0	2	6
NC_033086	0	3	4
NC_033130	0	3	4
NC_033115	1	2	4
NC_032810	0	1	2
NC_032839	0	1	2
NC_032858	0	1	2
NC_032802	1	1	2
NC_033292	0	1	3
NC_032781	0	2	5
NC_033065	0	1	3
NC_033072	0	1	2
NC_033095	0	1	2
NC_032978	1	2	3
NC_033146	0	2	4
NC_033182	2	1	4
NC_032920	0	1	2
NC_032936	0	3	2
NC_032785	0	2	2
NC_033287	0	1	1
NC_032863	0	1	2
NC_032871	0	1	1
NC_032876	0	1	2
NC_032888	0	1	2
NC_032904	0	1	1
NC_032946	0	1	2
NC_032838	0	1	2
NC_032935	0	3	1
NC_032898	1	0	0
NC_032940	0	1	2
NC_032822	0	1	1
NC_032829	0	2	1
NC_032952	0	1	1
NC_032798	0	1	1
NC_033196	0	1	3
NC_033077	0	2	2
NC_033139	0	1	1
NC_033279	0	1	2
NC_033149	0	2	3
NC_033117	0	1	2
NC_033129	0	3	3
NC_033170	0	3	2
NC_033187	0	1	3
NC_032918	0	2	2
NC_032937	0	2	2
NC_032923	0	1	3
NC_033241	0	1	2
NC_033209	0	1	1
NC_033246	0	2	2
NC_033203	0	1	2
NC_033266	1	0	1
NC_033221	0	1	2
NC_033235	0	1	1
NC_032835	0	1	2
NC_033168	0	2	3
NC_033228	0	1	2
NC_033185	0	2	1
NC_032869	1	2	4
NC_033284	0	4	1
NC_032999	0	1	1
NC_033113	0	2	3
NC_032765	0	1	4
NC_033174	1	1	5
NC_033192	2	1	2
NC_033158	1	1	1
NC_032824	1	1	5
NC_033211	0	1	3
NC_033082	0	1	4
NC_033165	1	1	1
NC_032848	2	0	0
NC_032811	0	2	3
NC_033280	0	1	2
NC_032883	0	1	1
NC_032954	1	0	0
NC_032938	0	1	2
NC_032806	0	2	2
NC_032942	0	1	3
NC_032924	0	1	3
NC_032878	0	1	2
NC_033273	0	1	1
NC_033081	0	2	2
NC_032932	0	3	4
NC_032862	0	4	3
NC_033125	1	3	4
NC_033078	0	1	2
NC_032760	0	1	1
NC_032977	0	1	1
NC_032957	1	1	1
NC_032972	0	2	2
NC_032945	0	2	2
NC_032983	0	3	2
NC_032934	0	2	2
NC_032926	0	2	2
NC_032961	0	1	2
NC_032865	0	2	2
NC_032895	0	2	3
NC_032967	0	1	2
NC_032859	1	1	1
NC_032913	0	1	2
NC_032843	1	0	1
NC_032889	1	1	1
NC_032836	1	1	1
NC_032805	0	2	2
NC_033252	0	1	2
NC_033037	0	1	2
NC_033176	18	85	155
NC_033047	0	3	2
NC_032968	0	2	2
NC_033007	0	2	2
NC_033074	2	0	0
NC_032962	0	2	3
NC_033004	0	1	1
NC_032955	0	2	3
NC_032974	0	2	2
NC_033035	0	3	3
NC_033020	1	1	2
NC_033056	1	1	1
NC_033066	0	2	2
NC_033031	0	2	2
NC_032746	0	1	1
NC_032914	0	1	3
NC_032951	0	2	2
NC_033208	0	1	4
NC_033268	0	1	2
NC_032958	0	2	2
NC_032885	2	0	0
NC_032787	1	2	2
NC_032747	0	2	5
NC_032755	0	1	2
NC_032737	0	1	1
NC_032779	0	2	2
NC_032833	0	1	2
NC_032823	1	1	1
NC_033124	0	1	2
NC_033111	0	3	2
NC_033118	0	1	1
NC_033039	2	2	3
NC_033052	1	0	2
NC_032801	0	1	2
NC_032868	0	3	2
NC_032850	0	2	2
NC_032874	0	1	2
NC_032893	0	3	4
NC_033154	0	1	1
NC_033175	0	2	1
NC_033167	0	1	1
NC_033159	0	1	1
NC_033085	0	2	2
NC_032950	1	1	1
NC_032995	1	1	1
NC_032980	0	2	2
NC_033161	0	2	2
NC_033063	1	1	2
NC_033183	0	1	3
NC_033169	0	2	3
NC_033076	0	1	3
NC_033104	0	2	4
NC_033199	0	2	2
NC_033155	0	2	2
NC_032997	0	1	2
NC_033002	0	1	3
NC_033096	0	1	2
NC_033042	0	2	2
NC_033191	0	1	3
NC_033008	0	2	3
NC_033028	0	2	2
NC_033029	0	1	3
NC_033011	1	0	2
NC_033018	0	2	3
NC_032749	0	1	2
NC_032855	0	1	2
NC_032860	0	2	2
NC_032794	0	2	2
NC_032845	0	1	1
NC_032761	0	1	2
NC_032925	0	1	3
NC_032909	1	1	2
NC_033034	0	1	6
