Genome	TP	FP	FN
NC_030234	0	1	1
NC_030233	0	2	2
NC_030232	1	1	1
NC_030225	0	1	7
NC_030240	51	41	79
NC_030231	4	2	2
NC_030243	1	0	0
NC_030245	1	0	0
NC_030226	0	1	1
NC_030228	1	0	0
NC_030227	0	1	1
NC_030290	0	1	1
NC_023295	0	1	4
NC_027059	1	0	2
NC_023300	0	1	1
NC_023301	0	1	1
NC_023306	0	1	1
NC_023299	0	1	1
NC_023296	0	1	1
NC_023298	1	0	0
NC_023308	0	1	1
NC_023309	1	0	0
NC_023310	1	0	0
NC_023303	0	1	1
NC_027026	0	1	2
NC_027016	39	91	45
NC_027040	2	0	4
NC_027054	0	1	1
NC_023312	2	0	4
NC_026942	0	1	7
NC_026944	1	2	3
NC_026947	1	0	0
NC_026946	0	2	7
NC_026945	1	1	3
NC_026943	2	0	2
NC_027199	0	2	7
NC_027198	1	1	4
NC_027208	0	2	4
NC_027209	1	1	1
NC_027211	1	2	2
NC_027210	1	0	0
NC_027117	0	1	2
NC_027123	0	1	4
NC_027121	0	2	11
NC_027122	1	1	2
NC_027131	1	0	3
NC_027133	0	1	1
NC_027142	1	0	1
NC_027140	0	1	1
NC_027124	0	2	15
NC_027128	0	1	1
NC_027126	0	1	1
NC_027138	0	1	1
NC_027139	1	0	0
NC_027135	0	1	2
NC_027137	0	1	2
NC_027134	1	1	1
NC_027136	0	1	2
NC_027129	1	1	5
NC_027214	0	1	1
NC_027212	0	2	2
NC_027215	2	0	4
NC_027428	0	2	2
NC_027426	0	2	3
NC_027427	2	0	0
NC_027431	1	0	0
NC_027429	0	1	3
NC_027534	1	0	0
NC_027535	1	0	0
NC_027537	0	1	1
NC_027538	1	0	0
NC_027549	0	1	1
NC_027550	1	0	0
NC_027552	1	0	1
NC_027551	1	0	1
NC_027536	1	0	0
NC_027548	1	0	0
NC_027563	0	1	1
NC_027565	0	1	1
NC_027566	1	0	0
NC_027564	0	1	1
NC_027553	1	0	0
NC_027567	1	0	0
NC_027568	1	0	0
NC_027569	1	0	0
NC_027571	1	0	0
NC_027573	0	1	1
NC_027576	1	0	0
NC_027574	1	0	0
NC_027570	1	0	0
NC_027572	1	0	0
NC_027528	0	2	7
NC_027527	1	1	5
NC_027533	0	2	1
NC_027539	1	0	0
NC_027540	0	1	1
NC_027543	1	0	0
NC_027545	0	1	1
NC_027546	1	0	1
NC_027547	1	0	1
NC_027542	1	0	0
NC_027544	0	1	1
NC_027541	0	1	1
NC_027531	0	2	8
NC_027530	1	0	1
NC_027619	0	1	2
NC_027637	0	1	6
NC_027636	0	3	6
NC_027635	0	3	5
NC_027634	2	1	4
NC_027633	0	3	5
NC_027631	0	1	3
NC_027648	1	2	4
NC_027647	1	2	4
NC_027646	1	2	4
NC_027645	0	3	6
NC_027644	1	2	4
NC_027643	0	2	5
NC_027642	0	2	7
NC_027641	1	1	5
NC_027640	0	2	5
NC_027639	2	1	3
NC_027638	0	2	4
NC_027701	0	1	2
NC_027714	1	1	6
NC_027710	1	1	3
NC_027712	1	3	8
NC_027713	0	1	1
NC_027706	0	1	1
NC_027711	0	1	4
NC_027703	1	2	5
NC_027720	0	1	2
NC_027719	2	0	0
NC_027718	1	0	0
NC_027776	1	1	1
NC_027777	0	1	2
NC_027783	2	0	0
NC_027789	1	1	1
NC_027793	1	0	1
NC_027791	1	0	1
NC_027787	1	1	1
NC_027782	2	0	0
NC_027785	1	1	1
NC_027784	1	0	1
NC_027795	2	0	0
NC_027796	0	1	1
NC_027781	1	1	1
NC_027802	1	0	0
NC_027808	0	1	1
NC_027809	1	0	0
NC_035937	0	1	1
NC_035938	0	1	1
NC_035935	0	1	1
NC_035936	0	1	1
NC_027816	1	0	0
NC_027804	1	0	0
NC_027806	1	0	0
NC_027811	0	1	1
NC_027812	1	0	0
NC_027813	1	0	0
NC_027803	0	1	1
NC_027807	0	1	1
NC_027814	0	1	1
NC_027815	1	0	0
NC_027779	1	2	5
NC_027790	1	0	0
NC_027799	0	1	2
NC_027797	1	1	1
NC_027780	1	0	1
NC_027798	1	1	1
NC_027800	2	0	0
NC_027792	0	2	2
NC_027786	2	0	0
NC_027794	1	0	1
NC_027788	1	0	1
NC_027801	0	1	2
NC_027822	1	0	0
NC_027823	1	0	0
NC_027916	31	38	79
NC_027915	0	1	1
NC_027821	0	2	3
NC_027818	1	0	0
NC_027820	2	0	1
NC_027920	0	1	1
NC_030690	1	2	5
NC_029255	7	11	70
NC_027924	3	1	3
NC_027923	49	48	96
NC_027917	1	0	0
NC_027919	0	1	1
NC_027918	1	0	0
NC_027926	0	1	1
NC_027927	1	0	1
NC_027922	0	1	3
NC_027928	1	0	0
NC_027929	0	1	2
NC_027930	1	0	1
NC_027921	0	1	1
NC_027998	0	1	1
NC_028044	1	1	1
NC_028045	1	1	1
NC_028046	1	1	5
NC_028099	2	8	85
NC_028097	1	0	0
NC_028098	0	2	2
NC_028115	1	0	0
NC_028126	1	2	7
NC_028125	0	2	6
NC_028134	0	2	2
NC_028133	1	0	0
NC_028124	0	2	6
NC_028114	0	2	6
NC_028111	1	1	5
NC_028119	1	1	4
NC_028117	1	0	4
NC_028116	1	0	0
NC_028128	0	1	1
NC_028130	0	1	1
NC_028123	0	1	4
NC_028120	0	3	4
NC_028127	0	1	5
NC_030688	1	2	5
NC_028368	0	1	1
NC_028374	1	0	0
NC_028371	0	1	1
NC_028376	0	1	1
NC_028365	0	1	1
NC_028364	0	1	1
NC_028363	1	0	0
NC_028378	0	1	3
NC_028372	1	0	0
NC_028370	1	0	0
NC_028377	0	1	1
NC_028367	1	0	0
NC_028373	0	1	1
NC_028369	1	0	0
NC_028375	1	0	0
NC_028387	1	0	1
NC_028382	0	1	1
NC_028383	0	1	1
NC_028384	0	1	2
NC_028385	0	1	2
NC_028389	0	1	1
NC_028388	0	1	1
NC_028396	0	1	1
NC_028397	0	1	1
NC_028398	0	1	1
NC_028399	0	1	1
NC_028394	1	0	1
NC_028395	0	1	1
NC_028402	1	0	1
NC_028400	0	1	1
NC_028136	1	1	2
NC_028144	1	0	0
NC_028145	1	0	0
NC_028142	0	1	5
NC_028143	1	1	1
NC_028141	0	2	2
NC_028140	0	2	5
NC_028137	1	0	0
NC_028138	1	1	1
NC_004732	2	0	2
NC_028146	1	0	0
NC_028139	1	0	0
NC_028240	0	1	1
NC_028230	3	2	3
NC_028243	2	1	2
NC_028232	1	3	7
NC_028242	1	1	1
NC_028239	0	3	11
NC_028236	2	1	5
NC_028241	0	2	11
NC_028244	1	4	9
NC_028231	4	1	2
NC_028249	3	2	5
NC_028246	3	2	6
NC_028253	0	1	1
NC_028252	0	1	2
NC_028250	1	0	0
NC_028251	1	0	0
NC_028255	3	1	2
NC_028265	1	1	2
NC_028264	1	1	1
NC_028263	2	2	1
NC_028261	0	1	2
NC_028260	0	1	3
NC_028259	1	1	2
NC_028267	1	1	5
NC_028262	1	1	4
NC_028266	0	2	3
NC_028362	2	2	4
NC_028470	1	1	1
NC_028467	1	1	1
NC_028490	0	1	1
NC_028488	0	1	2
NC_028486	0	2	2
NC_028485	0	1	2
NC_028483	1	1	1
NC_028481	2	0	0
NC_028480	0	1	2
NC_028491	18	21	107
NC_028476	0	1	1
NC_028475	0	1	1
NC_028478	0	1	4
NC_028482	1	1	2
NC_028477	0	2	2
NC_028494	1	0	0
NC_028499	1	0	0
NC_028495	0	1	1
NC_028496	0	1	1
NC_028497	0	1	1
NC_028500	0	1	1
NC_028636	54	37	77
NC_028635	0	1	6
NC_028649	1	1	5
NC_028462	0	2	1
NC_028492	0	1	5
NC_028466	1	0	0
NC_037570	1	0	0
NC_037571	1	0	0
NC_037572	0	1	1
NC_028465	1	0	1
NC_037574	0	1	2
NC_037576	1	0	1
NC_037577	1	0	0
NC_037578	1	0	0
NC_037573	1	0	0
NC_037575	1	0	0
NC_023339	0	2	5
NC_028752	0	1	7
NC_028650	0	1	3
NC_029122	1	0	0
NC_029123	0	1	1
NC_029124	0	1	1
NC_028891	5	7	10
NC_028902	1	2	3
NC_028975	0	2	5
NC_028868	0	1	5
NC_028949	0	1	1
NC_028989	2	0	4
NC_028921	1	1	1
NC_028973	1	1	2
NC_028981	1	0	0
NC_028970	1	0	0
NC_028964	0	1	1
NC_028806	0	2	9
NC_029034	0	1	2
NC_029037	0	1	3
NC_029035	0	1	2
NC_028948	1	1	1
NC_028994	1	3	0
NC_028993	0	2	1
NC_029014	3	1	1
NC_029012	1	4	5
NC_028867	1	1	7
NC_028824	0	1	6
NC_028814	0	2	7
NC_028833	0	1	6
NC_028811	0	1	6
NC_029038	0	1	1
NC_029036	0	1	1
NC_028985	2	0	4
NC_029051	1	0	0
NC_029132	14	28	62
NC_029053	1	2	13
NC_029052	1	1	1
NC_029109	1	1	1
NC_029108	1	1	1
NC_029096	1	1	1
NC_029095	1	0	0
NC_029064	0	1	1
NC_029117	1	1	5
NC_029105	0	1	5
NC_037611	0	2	2
NC_029125	2	0	0
NC_029126	2	0	0
NC_029089	3	0	3
NC_029088	2	0	4
NC_029087	3	0	3
NC_029086	1	1	5
NC_029085	1	1	5
NC_029082	1	0	0
NC_037616	0	1	1
NC_037617	0	1	2
NC_029063	1	0	0
NC_029128	0	1	1
NC_029129	1	0	1
NC_029127	1	0	0
NC_029076	1	0	0
NC_029115	0	1	1
NC_029114	0	1	1
NC_029112	0	1	1
NC_029111	1	0	1
NC_029110	2	0	0
NC_029133	2	0	3
NC_029131	1	1	1
NC_029300	0	1	4
NC_029303	1	1	2
NC_029301	0	1	2
NC_029302	0	1	3
NC_029304	21	28	97
NC_029311	27	38	52
NC_029312	0	1	2
NC_029313	0	1	1
NC_024910	0	1	1
NC_024911	1	0	0
NC_024912	1	0	0
NC_024914	1	0	0
NC_024916	0	1	1
NC_024917	1	0	0
NC_024918	1	0	0
NC_024919	0	1	1
NC_024920	0	1	1
NC_023420	1	0	0
NC_024913	1	0	0
NC_023421	1	0	1
NC_023422	0	1	1
NC_029306	1	1	1
NC_029307	0	2	2
NC_029309	0	1	2
NC_033620	3	16	129
NC_033618	0	1	1
NC_033619	0	1	1
NC_033776	0	1	2
NC_033781	0	2	7
NC_033783	0	1	1
NC_033785	1	0	0
NC_033786	1	0	0
NC_033787	1	0	0
NC_033789	1	0	0
NC_033790	1	0	0
NC_033791	1	0	0
NC_033784	0	1	1
NC_033782	1	0	0
NC_033779	2	0	4
NC_033777	1	2	4
NC_033792	0	2	3
NC_033740	0	3	6
NC_033706	0	2	4
NC_033701	4	1	1
NC_033727	0	2	3
NC_033732	1	0	0
NC_033709	0	1	4
NC_033711	0	2	4
NC_033702	0	1	1
NC_033712	0	1	4
NC_033714	0	1	4
NC_033717	1	2	3
NC_033718	1	0	0
NC_033708	0	1	1
NC_033748	0	1	1
NC_033751	0	1	2
NC_033731	1	2	5
NC_033735	0	2	3
NC_033733	2	0	0
NC_033710	0	2	3
NC_033707	0	1	3
NC_033749	0	1	2
NC_033750	0	1	1
NC_033713	0	1	2
NC_033722	1	1	1
NC_033764	0	1	1
NC_033765	1	0	0
NC_033766	0	1	1
NC_033767	1	0	0
NC_033769	1	0	0
NC_033768	0	1	1
NC_033762	0	1	3
NC_033763	0	2	1
NC_033760	1	0	0
NC_033761	0	1	1
NC_033759	1	0	0
NC_033756	1	0	0
NC_033757	0	1	1
NC_033758	0	1	2
NC_033725	0	1	1
NC_033729	0	1	1
NC_033772	2	0	0
NC_033773	1	1	1
NC_033774	0	1	1
NC_033745	0	2	6
NC_033744	0	4	5
NC_033741	0	2	4
NC_033746	0	3	4
NC_033747	1	1	2
NC_033742	1	1	2
NC_033743	1	1	2
NC_033736	2	0	1
NC_033739	0	1	4
NC_033738	1	1	3
NC_033696	1	1	2
NC_033695	0	1	1
NC_033720	1	1	1
NC_033716	0	1	1
NC_033700	0	2	4
NC_033734	0	1	2
NC_033704	1	1	1
NC_033705	4	1	1
NC_033753	1	0	0
NC_033754	1	0	0
NC_033730	0	2	2
NC_033728	1	1	2
NC_033703	2	1	1
NC_033719	0	1	3
NC_033752	0	1	2
NC_018102	0	1	5
NC_018105	1	1	2
NC_033793	0	1	1
NC_033824	1	1	1
NC_033823	0	1	1
NC_033820	0	1	1
NC_033828	1	0	0
NC_033830	0	1	1
NC_033847	1	0	0
NC_033851	0	1	1
NC_033852	0	1	1
NC_033816	0	1	1
NC_033815	0	2	2
NC_033822	0	1	1
NC_033827	0	1	1
NC_033829	40	26	55
NC_033832	2	0	0
NC_033833	1	1	1
NC_033834	1	0	0
NC_033821	1	2	2
NC_033817	0	1	2
NC_018136	0	1	1
NC_018137	0	1	2
NC_018151	1	1	4
NC_018173	1	1	2
NC_018174	0	2	8
NC_018175	1	1	5
NC_018176	0	1	1
NC_034017	1	0	0
NC_018226	0	1	1
NC_034161	1	0	0
NC_034160	1	0	1
NC_034155	1	1	2
NC_034158	1	0	2
NC_034159	0	1	1
NC_034167	1	0	0
NC_034215	1	0	0
NC_034214	0	1	1
NC_034210	1	1	1
NC_034216	0	1	1
NC_034217	0	1	1
NC_034219	1	1	5
NC_034218	1	1	5
NC_034221	0	2	6
NC_034220	0	1	6
NC_034222	0	1	1
NC_034223	0	1	1
NC_034224	0	2	1
NC_034225	0	1	1
NC_034240	4	2	3
NC_034243	0	3	4
NC_018403	0	1	1
NC_018402	1	0	0
NC_018382	0	1	3
NC_018399	2	0	1
NC_018384	0	1	1
NC_018383	0	1	1
NC_034265	0	2	6
NC_034266	49	36	81
NC_034267	0	1	1
NC_034253	1	1	4
NC_034247	0	3	7
NC_034246	0	1	7
NC_034250	0	1	1
NC_034245	0	1	1
NC_034254	1	0	0
NC_034255	1	0	0
NC_034256	0	1	1
NC_034261	1	0	0
NC_034262	1	0	0
NC_034263	0	1	1
NC_034252	1	1	3
NC_034251	1	0	4
NC_034264	1	1	3
NC_034273	1	0	0
NC_018448	1	1	4
NC_018450	2	0	1
NC_018449	0	2	5
NC_018456	0	1	2
NC_018457	1	1	3
NC_018458	1	1	4
NC_018481	2	0	0
NC_018484	1	0	1
NC_018482	0	1	2
NC_018483	1	1	1
NC_018455	0	1	1
NC_018461	0	1	1
NC_018462	1	0	1
NC_018460	0	1	2
NC_018465	1	0	0
NC_018464	0	1	2
NC_018463	1	0	0
NC_018476	1	0	0
NC_018477	1	0	1
NC_034375	0	2	4
NC_034378	0	2	7
NC_034377	0	2	4
NC_034376	0	1	5
NC_034381	0	1	1
NC_034384	1	0	0
NC_023425	0	1	3
NC_023434	2	0	0
NC_023433	1	1	1
NC_023432	1	0	1
NC_023431	1	1	1
NC_023429	0	3	2
NC_023428	0	2	2
NC_023430	1	0	1
NC_023427	1	1	1
NC_023436	2	0	0
NC_030311	1	1	1
NC_030310	1	1	5
NC_030309	1	0	0
NC_030378	0	1	1
NC_030379	2	0	0
NC_030380	2	0	0
NC_030392	1	1	1
NC_023441	1	2	2
NC_023442	42	33	85
NC_023440	0	1	3
NC_023443	1	0	0
NC_030395	0	1	1
NC_030398	2	0	1
NC_030400	0	1	2
NC_030402	1	1	1
NC_030405	1	0	0
NC_030406	1	0	0
NC_030407	1	0	1
NC_030409	1	0	0
NC_030410	1	0	0
NC_030413	1	0	0
NC_030415	1	0	0
NC_030411	0	1	1
NC_030412	1	0	0
NC_030414	0	1	1
NC_030408	1	0	0
NC_030391	0	1	1
NC_030399	0	1	1
NC_030397	0	1	1
NC_030447	0	2	4
NC_030448	0	1	3
NC_030479	1	0	0
NC_030480	0	1	1
NC_030458	1	2	3
NC_030472	0	1	4
NC_030462	1	1	2
NC_030655	0	1	1
NC_030657	1	0	1
NC_030658	1	0	0
NC_030661	0	1	1
NC_030662	0	1	1
NC_030663	0	1	1
NC_030654	1	1	4
NC_030651	0	1	1
NC_030650	0	1	2
NC_030653	0	1	1
NC_030693	0	1	2
NC_030697	0	1	1
NC_030699	1	1	5
NC_030701	1	2	5
NC_030745	0	1	1
NC_030744	1	0	0
NC_030742	0	1	5
NC_030749	1	1	5
NC_030748	0	2	7
NC_030746	0	2	5
NC_030750	0	1	1
NC_030752	0	1	1
NC_030793	0	1	2
NC_030801	0	1	6
NC_030800	1	2	6
NC_030799	0	2	7
NC_030798	0	2	6
NC_030797	2	1	4
NC_030796	0	2	7
NC_030795	1	1	7
NC_030794	1	0	1
NC_030838	0	2	5
NC_030837	1	1	2
NC_030840	0	1	1
NC_030847	0	1	1
NC_030839	0	1	9
NC_030844	1	1	1
NC_030843	1	0	0
NC_030922	0	1	2
NC_030926	0	2	6
NC_030938	1	0	0
NC_030864	0	1	1
NC_030873	1	1	3
NC_030876	1	0	0
NC_030875	1	0	0
NC_030872	1	0	0
NC_030871	1	1	0
NC_030870	0	1	1
NC_030869	0	2	2
NC_030868	0	1	2
NC_030867	0	1	2
NC_030877	0	1	1
NC_030882	1	0	0
NC_030878	1	0	0
NC_030879	1	0	0
NC_030866	0	1	1
NC_030865	1	0	0
NC_030887	0	1	3
NC_030888	0	1	1
NC_030891	0	1	2
NC_031093	1	2	4
NC_031088	1	0	3
NC_031141	1	0	0
NC_031083	1	2	4
NC_031138	0	1	1
NC_031139	0	1	1
NC_031136	1	0	0
NC_031135	0	1	1
NC_031079	3	2	2
NC_031130	1	0	0
NC_031134	1	0	0
NC_031106	0	1	1
NC_031105	0	1	1
NC_031089	0	1	6
NC_031221	0	1	1
NC_031222	0	1	1
NC_031217	1	0	2
NC_031218	0	1	1
NC_031220	1	0	0
NC_031216	1	1	4
NC_031215	0	3	6
NC_031214	1	1	2
NC_031244	1	1	3
NC_031225	3	1	3
NC_031283	3	2	2
NC_031282	1	4	5
NC_031278	1	3	5
NC_031295	1	0	0
NC_031298	1	0	0
NC_031276	0	1	1
NC_031293	1	0	0
NC_031294	1	0	0
NC_031287	0	1	1
NC_031292	0	1	1
NC_031291	0	1	1
NC_031288	0	1	1
NC_031248	0	2	4
NC_031275	1	0	2
NC_031273	2	2	1
NC_031272	1	1	5
NC_031270	2	2	2
NC_031268	1	1	1
NC_031284	0	1	1
NC_031285	1	1	0
NC_031259	0	1	3
NC_031240	1	2	4
NC_031236	1	2	4
NC_031232	3	3	3
NC_031227	1	2	5
NC_031301	4	1	1
NC_031313	0	1	1
NC_031314	1	0	0
NC_031304	1	2	3
NC_031303	0	4	6
NC_031309	1	0	0
NC_031312	1	0	0
NC_031308	1	0	0
NC_031307	1	0	0
NC_031302	1	1	4
NC_031306	2	0	5
NC_031305	2	1	3
NC_031320	0	1	1
NC_031321	0	1	1
NC_031317	1	0	0
NC_031318	1	0	0
NC_031326	1	0	3
NC_031327	1	0	1
NC_031336	0	1	1
NC_031338	0	1	1
NC_031339	1	0	1
NC_031340	0	1	6
NC_031341	1	0	0
NC_031342	1	1	1
NC_031448	1	1	5
NC_031453	0	1	2
NC_031451	2	0	3
NC_031449	0	1	1
NC_031450	1	2	4
NC_031458	1	1	5
NC_031459	0	1	2
NC_031454	2	0	0
NC_031455	1	1	4
NC_031456	1	1	5
NC_031457	1	1	1
NC_031452	1	1	4
NC_031461	1	1	1
NC_031464	0	1	2
NC_031463	0	1	2
NC_031462	0	1	1
NC_031466	2	0	4
NC_031670	2	0	0
NC_031695	1	1	4
NC_031692	0	1	3
NC_031687	1	1	1
NC_031690	1	3	4
NC_031691	0	3	5
NC_031688	2	0	0
NC_023483	1	0	0
NC_031747	0	2	6
NC_031758	2	0	0
NC_031759	2	0	0
NC_031762	1	0	0
NC_031757	0	1	4
NC_031752	0	1	1
NC_031756	1	3	5
NC_031754	1	1	5
NC_031750	0	1	1
NC_031749	1	0	0
NC_031751	0	1	2
NC_031753	0	1	1
NC_031760	1	1	6
NC_031766	0	1	1
NC_031763	0	1	1
NC_031764	1	0	4
NC_031765	2	0	0
NC_031761	47	44	109
NC_031800	2	1	6
NC_033737	1	0	4
NC_033464	19	33	67
NC_031955	1	2	4
NC_032004	2	0	3
NC_031961	2	0	3
NC_031960	1	1	1
NC_031958	0	3	0
NC_031957	0	2	0
NC_031988	1	2	4
NC_032005	0	1	6
NC_032006	1	1	4
NC_032087	1	0	0
NC_032106	0	2	2
NC_032104	3	1	2
NC_032107	0	1	8
NC_032118	2	0	4
NC_032114	0	1	1
NC_032115	0	1	2
NC_032112	2	0	0
NC_032119	0	1	1
NC_032120	1	1	6
NC_032116	1	0	0
NC_032113	1	1	1
NC_032117	1	1	2
NC_032150	1	0	0
NC_032149	1	0	0
NC_032121	1	0	0
NC_032127	0	5	4
NC_032133	1	0	0
NC_032134	1	0	0
NC_032154	1	0	0
NC_032155	0	1	1
NC_032131	1	0	0
NC_032132	0	1	1
NC_032128	0	1	1
NC_032130	0	2	1
NC_032148	1	0	0
NC_032146	1	0	0
NC_032147	1	0	0
NC_032143	0	1	1
NC_032145	1	0	0
NC_032144	1	0	0
NC_032140	1	0	0
NC_032142	1	0	0
NC_032124	1	3	5
NC_032138	0	1	1
NC_032139	1	0	0
NC_032136	0	1	1
NC_032137	1	0	0
NC_032135	1	0	0
NC_032153	0	1	1
NC_032151	0	1	1
NC_032152	1	0	0
NC_032161	0	1	1
NC_032162	1	0	0
NC_032164	1	0	0
NC_032166	0	1	1
NC_032167	0	1	1
NC_032168	0	1	1
NC_032169	1	0	0
NC_032170	0	1	1
NC_032163	0	1	1
NC_032158	1	0	0
NC_032159	0	1	1
NC_032160	0	1	1
NC_032157	1	0	0
NC_032156	1	0	0
NC_032129	1	1	1
NC_032172	0	1	1
NC_023484	1	0	0
NC_023485	1	0	3
NC_023486	1	0	0
NC_023487	1	0	0
NC_023488	1	0	0
NC_023489	0	1	1
NC_023490	1	0	0
NC_023491	0	1	1
NC_023492	1	0	0
NC_023493	1	0	0
NC_023494	0	1	1
NC_023495	1	0	0
NC_023496	0	1	6
NC_003639	1	0	0
NC_032122	1	1	1
NC_032125	0	1	2
NC_032123	2	1	3
NC_032682	1	1	1
NC_032726	1	1	2
NC_032208	0	2	2
NC_032252	0	1	2
NC_032240	0	1	3
NC_032182	0	1	2
NC_032189	1	1	1
NC_032199	0	1	2
NC_032207	0	2	3
NC_032224	0	1	3
NC_032222	0	2	3
NC_032209	0	1	1
NC_032221	0	1	1
NC_032186	0	2	2
NC_032241	1	0	0
NC_032225	0	1	2
NC_032245	0	3	4
NC_032242	1	3	5
NC_032215	0	2	2
NC_032180	1	1	3
NC_032211	1	1	2
NC_032218	1	0	0
NC_032231	1	2	2
NC_032259	0	1	1
NC_032261	1	0	0
NC_032264	0	1	1
NC_032265	0	1	1
NC_032266	0	1	1
NC_032258	0	1	1
NC_032260	1	0	0
NC_032262	1	0	0
NC_032256	1	0	0
NC_032282	1	0	0
NC_032174	1	1	1
NC_032175	0	1	2
NC_032276	1	0	0
NC_032281	1	0	0
NC_032277	0	1	1
NC_032278	0	1	1
NC_032279	1	0	0
NC_032280	1	0	0
NC_032203	0	2	4
NC_032230	0	2	2
NC_032179	0	1	1
NC_032255	38	32	85
NC_032270	0	1	1
NC_032271	0	1	1
NC_032212	0	1	1
NC_032268	0	1	2
NC_032269	0	1	1
NC_032184	0	2	2
NC_032236	0	1	2
NC_032196	0	1	2
NC_032190	0	1	2
NC_032197	0	1	2
NC_032233	1	1	1
NC_032232	0	2	2
NC_032191	1	1	1
NC_032195	0	1	2
NC_032238	0	1	2
NC_032213	0	1	2
NC_032173	0	1	2
NC_032243	1	1	1
NC_032253	1	0	1
NC_032251	1	1	1
NC_032247	0	1	3
NC_032239	0	1	3
NC_032188	1	1	1
NC_032237	0	1	2
NC_032200	0	1	2
NC_032227	0	1	2
NC_032187	0	1	2
NC_032223	1	1	1
NC_032235	0	1	2
