Genome	TP	FP	FN
NC_029036	0	2	1
NC_028985	0	2	6
NC_029051	1	0	0
NC_029132	7	45	69
NC_029053	0	3	14
NC_029052	1	1	1
NC_029109	1	2	1
NC_029108	0	2	2
NC_029096	1	1	1
NC_029095	0	1	1
NC_029064	0	1	1
NC_029117	1	2	5
NC_029105	0	3	5
NC_037611	1	0	1
NC_029125	2	0	0
NC_029126	0	2	2
NC_029089	2	1	4
NC_029088	2	3	4
NC_029087	1	2	5
NC_029086	2	3	4
NC_029085	2	1	4
NC_029082	0	1	1
NC_037616	0	2	1
NC_037617	1	0	1
NC_029063	0	2	1
NC_029128	0	1	1
NC_029129	0	2	2
NC_029127	0	1	1
NC_029076	0	1	1
NC_029115	0	1	1
NC_029114	0	1	1
NC_029112	0	1	1
NC_029111	1	1	1
NC_029110	2	0	0
NC_029133	2	2	3
NC_029131	0	3	2
NC_029300	1	2	3
NC_029303	2	1	1
NC_029301	0	2	2
NC_029302	0	3	3
NC_029304	58	34	60
NC_029311	35	46	44
NC_029312	0	2	2
NC_029313	0	1	1
NC_024910	0	2	1
NC_024911	1	0	0
NC_024912	0	2	1
NC_024914	0	1	1
NC_024916	0	1	1
NC_024917	0	1	1
NC_024918	0	1	1
NC_024919	1	0	0
NC_024920	0	1	1
NC_023420	0	1	1
NC_024913	0	1	1
NC_024915	0	1	1
NC_023421	1	0	1
NC_023422	0	3	1
NC_029306	1	2	1
NC_029307	1	1	1
NC_029309	1	1	1
NC_033620	59	62	73
NC_033618	1	0	0
NC_033619	1	0	0
NC_033776	0	2	2
NC_033781	4	1	3
NC_033783	1	0	0
NC_033785	0	1	1
NC_033786	0	0	1
NC_033787	1	1	0
NC_033788	0	1	1
NC_033789	0	1	1
NC_033790	0	1	1
NC_033791	0	1	1
NC_033784	0	1	1
NC_033782	0	1	1
NC_033779	1	1	5
NC_033777	1	3	4
NC_033792	0	4	3
NC_033740	2	3	4
NC_033706	1	2	3
NC_033701	2	2	3
NC_033727	1	1	2
NC_033732	1	0	0
NC_033709	1	2	3
NC_033711	2	2	2
NC_033702	0	0	1
NC_033712	2	3	2
NC_033714	4	0	0
NC_033717	2	2	2
NC_033718	0	2	1
NC_033708	1	0	0
NC_033748	0	1	1
NC_033751	0	2	2
NC_033731	2	5	4
NC_033735	0	4	3
NC_033733	2	0	0
NC_033710	0	3	3
NC_033707	1	1	2
NC_033749	0	1	2
NC_033750	0	2	1
NC_033713	1	1	1
NC_033722	2	0	0
NC_033764	0	1	1
NC_033765	0	0	1
NC_033766	1	0	0
NC_033767	0	1	1
NC_033769	0	0	1
NC_033768	0	2	1
NC_033762	0	1	3
NC_033763	0	2	1
NC_033760	1	1	0
NC_033761	0	1	1
NC_033759	0	1	1
NC_033756	1	0	0
NC_033757	0	1	1
NC_033758	1	1	1
NC_033725	0	2	1
NC_033729	0	1	1
NC_033772	1	2	1
NC_033773	1	2	1
NC_033774	0	1	1
NC_033745	1	3	5
NC_033744	1	3	4
NC_033741	2	2	2
NC_033746	2	3	2
NC_033747	0	4	3
NC_033742	0	3	3
NC_033743	0	4	3
NC_033736	0	4	3
NC_033739	2	1	2
NC_033738	2	2	2
NC_033696	0	2	3
NC_033695	1	0	0
NC_033720	2	0	0
NC_033716	1	0	0
NC_033700	2	4	2
NC_033734	0	2	2
NC_033704	1	1	1
NC_033705	1	4	4
NC_033753	0	1	1
NC_033754	1	1	0
NC_033730	1	1	1
NC_033728	1	2	2
NC_033703	0	4	3
NC_033719	1	2	2
NC_033752	0	3	2
NC_033755	0	0	1
NC_018102	3	2	2
NC_018105	1	2	2
NC_033793	0	3	1
NC_033824	0	2	2
NC_033823	1	0	0
NC_033820	0	1	1
NC_033828	1	0	0
NC_033830	0	1	1
NC_033831	0	1	2
NC_033847	0	1	1
NC_033851	1	1	0
NC_033852	0	1	1
NC_033816	0	1	1
NC_033815	0	2	2
NC_033822	0	1	1
NC_033827	1	0	0
NC_033829	57	48	38
NC_033832	1	0	1
NC_033833	0	2	2
NC_033834	1	0	0
NC_033821	1	2	2
NC_033817	1	0	1
NC_018136	0	1	1
NC_018137	1	1	1
NC_018138	0	1	1
NC_018151	1	1	4
NC_018173	1	2	2
NC_018174	5	1	3
NC_018175	4	0	2
NC_018176	0	1	1
NC_034017	0	2	1
NC_018226	1	0	0
NC_034161	1	0	0
NC_034160	2	0	0
NC_034155	2	1	1
NC_034158	1	2	2
NC_034159	1	0	0
NC_034167	1	0	0
NC_034215	0	1	1
NC_034214	0	2	1
NC_034210	1	1	1
NC_034216	1	0	0
NC_034217	1	0	0
NC_034219	2	2	4
NC_034218	2	2	4
NC_034221	1	2	5
NC_034220	0	3	6
NC_034222	0	1	1
NC_034223	0	2	1
NC_034224	0	2	1
NC_034225	0	2	1
NC_034240	2	4	5
NC_034243	1	1	3
NC_018403	0	2	1
NC_018404	0	2	2
NC_018402	1	0	0
NC_018401	0	2	2
NC_018382	0	2	3
NC_018399	1	1	2
NC_018384	0	1	1
NC_018383	1	0	0
NC_034265	0	3	6
NC_034266	39	56	91
NC_034267	1	0	0
NC_034253	1	3	4
NC_034247	0	4	7
NC_034246	0	6	7
NC_034250	1	0	0
NC_034245	0	1	1
NC_034254	0	1	1
NC_034255	0	1	1
NC_034256	0	1	1
NC_034261	0	1	1
NC_034262	1	0	0
NC_034263	0	1	1
NC_034252	1	1	3
NC_034251	2	2	3
NC_034264	1	3	3
NC_034273	1	0	0
NC_018448	3	1	2
NC_018450	2	0	1
NC_018449	0	4	5
NC_018456	0	1	2
NC_018457	0	1	4
NC_018458	2	3	3
NC_018481	1	1	1
NC_018484	1	0	1
NC_018482	1	0	1
NC_018483	0	3	2
NC_018455	1	0	0
NC_018461	0	1	1
NC_018462	0	1	2
NC_018466	0	1	1
NC_018459	0	1	1
NC_018460	0	1	2
NC_018465	1	0	0
NC_018464	0	1	2
NC_018467	0	1	1
NC_018463	0	1	1
NC_018476	1	0	0
NC_018477	1	0	1
NC_018478	0	1	1
NC_034375	1	3	3
NC_034378	1	2	6
NC_034377	4	0	0
NC_034376	0	3	5
NC_034381	0	2	1
NC_034384	0	1	1
NC_023425	0	3	3
NC_023435	1	2	1
NC_023434	0	3	2
NC_023433	1	1	1
NC_023432	0	2	2
NC_023431	0	2	2
NC_023429	1	2	1
NC_023428	1	1	1
NC_023430	1	1	1
NC_023427	1	1	1
NC_023436	1	1	1
NC_030311	1	0	1
NC_030310	0	2	6
NC_030309	1	0	0
NC_030378	0	1	1
NC_030379	0	3	2
NC_030380	1	1	1
NC_030392	1	1	1
NC_023441	1	3	2
NC_023442	67	35	60
NC_023440	0	4	3
NC_023443	0	1	1
NC_030396	0	3	1
NC_030395	0	3	1
NC_030393	0	1	1
NC_030398	2	1	1
NC_030400	0	1	2
NC_030402	2	0	0
NC_030405	0	2	1
NC_030406	0	1	1
NC_030407	1	0	1
NC_030409	1	0	0
NC_030410	0	1	1
NC_030413	0	1	1
NC_030415	1	0	0
NC_030411	0	1	1
NC_030412	1	0	0
NC_030414	0	1	1
NC_030408	0	1	1
NC_030391	0	1	1
NC_030399	0	2	1
NC_030397	0	2	1
NC_030447	2	2	2
NC_030448	2	1	1
NC_030479	0	1	1
NC_030480	1	0	0
NC_030458	2	4	2
NC_030472	2	4	2
NC_030462	2	2	1
NC_030648	0	1	0
NC_030655	1	0	0
NC_030657	1	0	1
NC_030658	1	0	0
NC_030659	1	0	0
NC_030660	1	0	0
NC_030661	0	1	1
NC_030662	0	1	1
NC_030663	0	2	1
NC_030654	2	3	3
NC_030651	0	1	1
NC_030650	0	2	2
NC_030649	0	1	0
NC_030653	0	1	1
NC_030693	1	1	1
NC_030697	0	1	1
NC_030699	1	2	5
NC_030701	1	4	5
NC_030745	1	0	0
NC_030744	0	1	1
NC_030742	1	1	4
NC_030749	2	1	4
NC_030748	1	1	6
NC_030746	2	1	3
NC_030747	0	4	1
NC_030750	1	0	0
NC_030752	1	0	0
NC_030793	1	1	1
NC_030801	3	2	3
NC_030800	2	4	5
NC_030799	3	2	4
NC_030798	3	1	3
NC_030797	1	3	5
NC_030796	3	2	4
NC_030795	3	1	5
NC_030794	1	0	1
NC_030838	3	1	2
NC_030837	2	0	1
NC_030840	0	1	1
NC_030847	1	0	0
NC_030839	5	2	4
NC_030844	0	8	2
NC_030843	1	0	0
NC_030922	1	1	1
NC_030926	0	4	6
NC_030938	1	0	0
NC_030864	0	4	1
NC_030863	0	2	1
NC_030862	0	3	1
NC_030861	0	3	1
NC_030873	2	1	2
NC_030876	1	0	0
NC_030875	1	0	0
NC_030872	1	0	0
NC_030871	1	1	0
NC_030870	1	0	0
NC_030869	0	2	2
NC_030868	1	1	1
NC_030867	0	2	2
NC_030877	1	0	0
NC_030882	1	0	0
NC_030878	1	0	0
NC_030879	1	0	0
NC_030866	0	1	1
NC_030865	0	1	1
NC_030887	0	3	3
NC_030888	1	1	0
NC_030891	1	2	1
NC_031093	0	3	5
NC_031088	3	3	1
NC_031141	1	0	0
NC_031142	0	2	1
NC_031083	1	4	4
NC_031138	0	1	1
NC_031139	0	2	1
NC_031136	0	3	1
NC_031135	0	3	1
NC_031079	1	4	4
NC_031130	1	0	0
NC_031134	1	0	0
NC_031106	0	2	1
NC_031105	0	2	1
NC_031089	2	2	4
NC_031221	0	1	1
NC_031222	0	2	1
NC_031217	0	4	3
NC_031218	0	1	1
NC_031220	1	0	0
NC_031216	1	6	4
NC_031215	3	1	3
NC_031214	1	1	2
NC_031244	3	2	1
NC_031225	2	4	4
NC_031283	0	5	5
NC_031282	0	7	6
NC_031278	5	0	1
NC_031295	1	0	0
NC_031298	1	0	0
NC_031276	1	2	0
NC_031293	1	0	0
NC_031294	1	1	0
NC_031287	0	1	1
NC_031292	0	4	1
NC_031291	1	0	0
NC_031288	0	4	1
NC_031248	1	4	3
NC_031275	0	3	3
NC_031273	2	4	1
NC_031272	1	2	5
NC_031270	2	3	2
NC_031268	1	2	1
NC_031284	0	1	1
NC_031285	0	1	1
NC_031259	1	2	2
NC_031240	1	4	4
NC_031236	2	2	3
NC_031232	3	3	3
NC_031227	3	2	3
NC_031301	4	1	1
NC_031313	0	1	1
NC_031316	0	2	1
NC_031314	1	1	0
NC_031304	0	3	4
NC_031303	1	3	5
NC_031309	0	0	1
NC_031312	1	0	0
NC_031308	0	1	1
NC_031307	1	0	0
NC_031302	2	1	3
NC_031306	1	2	6
NC_031305	4	0	1
NC_031320	0	1	1
NC_031321	0	1	1
NC_031317	1	0	0
NC_031318	0	2	1
NC_031326	1	2	3
NC_031327	0	1	2
NC_031336	0	1	1
NC_031338	1	0	0
NC_031339	1	0	1
NC_031340	0	3	6
NC_031341	0	1	1
NC_031342	1	0	1
NC_031448	0	3	6
NC_031453	1	1	1
NC_031451	0	3	5
NC_031449	0	1	1
NC_031450	1	4	4
NC_031458	2	0	4
NC_031459	0	0	2
NC_031454	0	1	2
NC_031455	1	2	4
NC_031456	1	2	5
NC_031457	0	1	2
NC_031452	0	1	5
NC_031461	0	2	2
NC_031464	0	2	2
NC_031463	1	1	1
NC_031462	1	0	0
NC_031466	1	2	5
NC_031670	1	2	1
NC_031695	2	2	3
NC_031692	0	3	3
NC_031687	2	0	0
NC_031690	2	1	3
NC_031691	1	3	4
NC_031688	2	0	0
NC_023483	1	0	0
NC_031747	0	4	6
NC_031758	0	3	2
NC_031759	1	3	1
NC_031762	1	0	0
NC_031757	1	2	3
NC_031752	0	1	1
NC_031756	2	3	4
NC_031754	0	2	6
NC_031750	0	1	1
NC_031749	0	1	1
NC_031751	0	2	2
NC_031753	0	3	1
NC_031760	0	2	7
NC_031766	1	0	0
NC_031763	1	0	0
NC_031764	2	1	3
NC_031765	0	1	2
NC_031761	82	42	74
NC_031800	1	3	7
NC_033737	2	1	3
NC_033464	12	45	74
NC_031955	2	2	3
NC_032004	3	0	2
NC_031961	0	1	5
NC_031960	1	2	1
NC_031958	0	5	0
NC_031957	0	6	0
NC_031988	2	2	3
NC_032005	1	1	5
NC_032006	0	1	5
NC_032087	0	2	1
NC_032106	1	2	1
NC_032104	3	2	2
NC_032107	4	4	4
NC_032118	1	2	5
NC_032114	0	1	1
NC_032115	1	1	1
NC_032112	1	2	1
NC_032119	1	1	0
NC_032120	1	3	6
NC_032116	0	1	1
NC_032113	2	0	0
NC_032117	2	2	1
NC_032150	1	0	0
NC_032149	1	1	0
NC_032121	1	0	0
NC_032127	3	2	1
NC_032133	1	0	0
NC_032134	0	1	1
NC_032154	0	1	1
NC_032155	0	2	1
NC_032131	0	1	1
NC_032132	0	2	1
NC_032128	0	1	1
NC_032130	0	1	1
NC_032148	0	2	1
NC_032146	0	1	1
NC_032147	0	1	1
NC_032143	1	0	0
NC_032145	1	0	0
NC_032144	0	2	1
NC_032140	0	1	1
NC_032141	1	0	0
NC_032142	0	2	1
NC_032124	3	3	3
NC_032138	1	0	0
NC_032139	1	0	0
NC_032136	0	2	1
NC_032137	1	0	0
NC_032135	1	0	0
NC_032153	0	1	1
NC_032151	1	0	0
NC_032152	1	1	0
NC_032161	0	2	1
NC_032162	0	2	1
NC_032164	1	0	0
NC_032165	2	1	0
NC_032166	1	0	0
NC_032167	0	1	1
NC_032168	0	2	1
NC_032169	1	0	0
NC_032170	1	0	0
NC_032163	0	1	1
NC_032158	1	0	0
NC_032159	0	1	1
NC_032160	0	1	1
NC_032157	1	0	0
NC_032156	1	0	0
NC_032129	1	1	1
NC_032172	0	1	1
NC_023484	0	1	1
NC_023485	2	1	2
NC_023486	0	1	1
NC_023487	0	2	1
NC_023488	1	0	0
NC_023489	0	1	1
NC_023490	1	0	0
NC_023491	0	2	1
NC_023492	0	1	1
NC_023493	0	1	1
NC_023494	1	0	0
NC_023495	0	1	1
NC_023496	5	0	1
NC_003639	0	1	1
NC_032122	0	2	2
NC_032125	1	1	1
NC_032123	2	3	3
NC_032682	0	2	2
NC_032726	0	4	3
NC_032208	1	1	1
NC_032252	1	0	1
