Genome	TP	FP	FN
NC_028391	0	1	2
NC_028392	1	1	1
NC_028396	0	1	1
NC_028397	0	1	1
NC_028393	0	1	2
NC_028398	1	0	0
NC_028399	1	0	0
NC_028394	0	2	2
NC_028395	1	0	0
NC_028402	0	2	2
NC_028400	1	0	0
NC_028401	0	2	2
NC_028136	0	2	3
NC_028144	0	1	1
NC_028145	1	0	0
NC_028142	0	3	5
NC_028143	1	1	1
NC_028141	1	1	1
NC_028140	0	1	5
NC_028137	0	2	1
NC_028138	2	0	0
NC_004732	1	3	3
NC_028146	0	1	1
NC_028139	0	1	1
NC_028240	0	1	1
NC_028230	2	3	4
NC_028243	0	2	4
NC_028232	3	3	5
NC_028242	0	2	2
NC_028239	4	3	7
NC_028236	3	1	4
NC_028241	4	5	7
NC_028244	3	3	7
NC_028231	3	2	3
NC_028249	2	6	6
NC_028246	5	3	4
NC_028253	0	1	1
NC_028252	0	1	2
NC_028250	0	3	1
NC_028251	1	0	0
NC_028255	3	2	2
NC_028265	2	2	1
NC_028264	0	1	2
NC_028263	0	2	3
NC_028261	1	1	1
NC_028260	1	1	2
NC_028259	1	1	2
NC_028267	2	2	4
NC_028262	1	1	4
NC_028266	1	1	2
NC_028362	5	1	1
NC_028470	0	3	2
NC_028467	1	1	1
NC_028490	0	2	1
NC_028488	2	0	0
NC_028486	1	1	1
NC_028485	0	2	2
NC_028483	1	1	1
NC_028481	1	1	1
NC_028480	1	2	1
NC_028491	40	54	85
NC_028476	0	1	1
NC_028474	0	1	1
NC_028472	0	8	1
NC_028471	0	3	1
NC_028475	0	5	1
NC_028473	0	4	1
NC_028478	1	3	3
NC_028482	1	2	2
NC_028477	0	2	2
NC_028494	1	0	0
NC_028499	1	0	0
NC_028495	1	0	0
NC_028496	0	1	1
NC_028497	1	0	0
NC_028500	1	0	0
NC_028636	44	70	87
NC_028635	1	2	5
NC_028649	0	3	6
NC_028462	1	2	0
NC_028492	0	2	5
NC_028466	0	1	1
NC_037570	0	1	1
NC_037571	1	0	0
NC_037572	1	0	0
NC_028465	1	0	1
NC_037574	2	0	0
NC_037576	1	1	1
NC_037577	1	0	0
NC_037578	1	0	0
NC_037573	0	1	1
NC_037575	1	0	0
NC_023339	2	2	3
NC_028752	4	3	3
NC_028650	0	2	3
NC_029122	0	1	1
NC_029123	0	1	1
NC_029124	0	1	1
NC_028891	0	11	15
NC_028902	3	1	1
NC_028975	2	1	3
NC_028868	1	2	4
NC_028949	0	1	1
NC_028989	0	2	6
NC_028921	0	2	2
NC_028973	0	4	3
NC_028981	0	1	1
NC_028970	1	0	0
NC_028964	0	1	1
NC_028806	1	5	8
NC_029034	1	1	1
NC_029037	1	1	2
NC_029035	1	1	1
NC_028994	1	5	0
NC_028993	1	5	0
NC_029014	3	2	1
NC_029012	3	2	3
NC_028867	4	2	4
NC_028824	3	3	3
NC_028814	4	2	3
NC_028833	2	4	4
NC_028811	2	4	4
NC_029038	0	1	1
NC_029036	1	0	0
NC_028985	0	3	6
NC_029051	1	0	0
NC_029132	3	19	73
NC_029053	0	2	14
NC_029052	0	2	2
NC_029109	0	1	2
NC_029108	1	1	1
NC_029096	0	2	2
NC_029095	1	0	0
NC_029064	1	0	0
NC_029117	0	2	6
NC_029105	0	2	5
NC_037611	1	1	1
NC_029125	1	1	1
NC_029126	0	2	2
NC_029089	1	1	5
NC_029088	1	2	5
NC_029087	1	1	5
NC_029086	3	2	3
NC_029085	3	0	3
NC_029082	1	0	0
NC_037616	0	1	1
NC_037617	0	1	2
NC_029063	0	5	1
NC_029128	1	0	0
NC_029129	0	1	2
NC_029127	1	0	0
NC_029076	1	0	0
NC_029115	0	1	1
NC_029114	1	0	0
NC_029112	1	0	0
NC_029111	1	1	1
NC_029110	1	1	1
NC_029133	2	1	3
NC_029131	1	1	1
NC_029300	1	1	3
NC_029303	2	1	1
NC_029301	1	0	1
NC_029302	0	3	3
NC_029304	43	67	75
NC_029311	1	54	78
NC_029312	0	2	2
NC_029313	0	1	1
NC_024910	1	0	0
NC_024911	1	0	0
NC_024912	1	0	0
NC_024914	1	0	0
NC_024916	0	1	1
NC_024917	1	0	0
NC_024918	0	1	1
NC_024919	1	0	0
NC_024920	1	0	0
NC_023420	1	0	0
NC_024913	0	1	1
NC_024915	1	0	0
NC_023421	0	1	2
NC_023422	0	2	1
NC_029306	0	2	2
NC_029307	0	3	2
NC_029309	1	1	1
NC_033620	48	69	84
NC_033618	0	2	1
NC_033619	1	0	0
NC_033776	1	1	1
NC_033781	2	2	5
NC_033783	1	0	0
NC_033785	1	0	0
NC_033786	0	1	1
NC_033787	0	1	1
NC_033788	1	0	0
NC_033789	1	0	0
NC_033790	1	0	0
NC_033791	1	0	0
NC_033784	0	1	1
NC_033782	1	0	0
NC_033779	0	2	6
NC_033777	1	1	4
NC_033792	1	2	2
NC_033740	1	4	5
NC_033706	0	4	4
NC_033701	3	2	2
NC_033727	1	2	2
NC_033732	1	0	0
NC_033709	2	2	2
NC_033711	0	2	4
NC_033702	0	1	1
NC_033712	2	2	2
NC_033714	4	0	0
NC_033717	3	1	1
NC_033718	0	2	1
NC_033708	0	1	1
NC_033748	1	0	0
NC_033751	1	1	1
NC_033731	4	2	2
NC_033735	0	4	3
NC_033733	1	1	1
NC_033710	2	0	1
NC_033707	1	3	2
NC_033749	1	0	1
NC_033750	0	2	1
NC_033713	1	1	1
NC_033722	0	2	2
NC_033764	0	1	1
NC_033766	1	0	0
NC_033767	0	1	1
NC_033769	1	0	0
NC_033768	0	1	1
NC_033762	0	2	3
NC_033763	0	1	1
NC_033760	1	0	0
NC_033761	0	1	1
NC_033759	1	0	0
NC_033756	0	1	1
NC_033758	0	3	2
NC_033725	0	1	1
NC_033772	2	0	0
NC_033773	1	1	1
NC_033774	0	1	1
NC_033745	2	2	4
NC_033744	0	5	5
NC_033741	0	4	4
NC_033746	3	1	1
NC_033747	0	1	3
NC_033742	0	2	3
NC_033743	1	2	2
NC_033736	1	1	2
NC_033739	1	2	3
NC_033738	2	2	2
NC_033696	0	3	3
NC_033695	1	0	0
NC_033720	0	6	2
NC_033716	0	1	1
NC_033700	2	6	2
NC_033704	1	2	1
NC_033705	4	1	1
NC_033753	0	1	1
NC_033754	1	0	0
NC_033730	0	2	2
NC_033728	2	1	1
NC_033703	2	2	1
NC_033719	1	1	2
NC_033752	1	1	1
NC_033755	0	1	1
NC_018102	2	2	3
NC_018105	0	1	3
NC_033793	1	0	0
NC_033824	0	2	2
NC_033823	1	1	0
NC_033820	0	2	1
NC_033828	0	3	1
NC_033830	0	1	1
NC_033831	1	1	1
NC_033847	0	1	1
NC_033851	1	1	0
NC_033852	1	0	0
NC_033816	1	0	0
NC_033815	0	1	2
NC_033822	0	1	1
NC_033827	0	1	1
NC_033829	60	53	35
NC_033832	1	1	1
NC_033833	0	2	2
NC_033834	0	1	1
NC_033821	0	2	3
NC_018136	0	3	1
NC_018137	1	1	1
NC_018151	0	3	5
NC_018173	1	2	2
NC_018174	3	4	5
NC_018175	0	3	6
NC_018176	1	0	0
NC_034017	0	3	1
NC_018226	1	0	0
NC_034161	1	0	0
NC_034160	2	0	0
NC_034155	0	7	3
NC_034158	1	1	2
NC_034159	1	0	0
NC_034167	1	0	0
NC_034215	0	1	1
NC_034214	0	1	1
NC_034210	0	2	2
NC_034216	0	1	1
NC_034217	1	0	0
NC_034219	0	3	6
NC_034218	0	2	6
NC_034221	1	2	5
NC_034220	0	4	6
NC_034223	0	1	1
NC_034224	0	1	1
NC_034225	0	1	1
NC_034240	1	5	6
NC_034243	0	2	4
NC_018403	0	1	1
NC_018404	0	1	2
NC_018402	0	1	1
NC_018401	0	2	2
NC_018382	0	2	3
NC_018399	2	0	1
NC_018384	0	1	1
NC_018383	0	1	1
NC_034265	0	3	6
NC_034266	1	91	129
NC_034267	1	0	0
NC_034253	1	2	4
NC_034247	0	2	7
NC_034246	0	4	7
NC_034250	0	1	1
NC_034245	0	1	1
NC_034254	0	1	1
NC_034256	0	1	1
NC_034261	0	2	1
NC_034262	1	0	0
NC_034263	1	0	0
NC_034252	2	0	2
NC_034251	1	3	4
NC_034264	1	3	3
NC_034273	0	1	1
NC_018448	2	2	3
NC_018450	2	0	1
NC_018449	0	3	5
NC_018456	1	2	1
NC_018457	1	2	3
NC_018458	0	3	5
NC_018481	0	2	2
NC_018484	0	1	2
NC_018482	0	1	2
NC_018483	0	2	2
NC_018455	1	0	0
NC_018461	1	0	0
NC_018462	1	0	1
NC_018466	1	0	0
NC_018459	1	0	0
NC_018460	1	0	1
NC_018465	1	0	0
NC_018464	1	0	1
NC_018467	1	0	0
NC_018463	1	0	0
NC_018476	1	0	0
NC_018477	1	0	1
NC_018478	1	0	0
NC_034375	0	3	4
NC_034378	0	3	7
NC_034377	3	1	1
NC_034376	2	1	3
NC_034381	0	1	1
NC_034384	0	1	1
NC_023425	1	0	2
NC_023435	1	1	1
NC_023433	0	2	2
NC_023432	0	1	2
NC_023431	1	0	1
NC_023429	1	2	1
NC_023428	1	1	1
NC_023430	1	1	1
NC_023427	1	1	1
NC_023436	1	1	1
NC_030311	0	2	2
NC_030310	0	3	6
NC_030309	0	1	1
NC_030378	0	1	1
NC_030379	0	2	2
NC_030380	1	1	1
NC_030392	1	2	1
NC_023441	1	3	2
NC_023442	50	56	77
NC_023440	0	4	3
NC_023443	0	1	1
NC_030396	0	2	1
NC_030395	0	2	1
NC_030398	1	1	2
NC_030400	1	0	1
NC_030402	2	0	0
NC_030405	0	1	1
NC_030406	0	1	1
NC_030407	0	1	2
NC_030410	1	0	0
NC_030413	0	1	1
NC_030412	0	2	1
NC_030414	0	1	1
NC_030408	1	0	0
NC_030391	0	1	1
NC_030447	0	2	4
NC_030448	1	0	2
NC_030479	0	1	1
NC_030480	1	0	0
NC_030458	3	3	1
NC_030472	2	3	2
NC_030462	3	0	0
NC_030655	0	1	1
NC_030657	1	0	1
NC_030658	0	1	1
NC_030659	1	0	0
NC_030660	1	0	0
NC_030661	0	1	1
NC_030662	0	1	1
NC_030663	0	1	1
NC_030654	0	1	5
NC_030651	0	1	1
NC_030650	1	1	1
NC_030653	0	1	1
NC_030693	0	8	2
NC_030697	0	1	1
NC_030699	0	2	6
NC_030701	1	2	5
NC_030745	1	0	0
NC_030744	0	4	1
NC_030742	0	3	5
NC_030749	0	2	6
NC_030748	0	2	7
NC_030746	0	1	5
NC_030747	0	4	1
NC_030750	0	1	1
NC_030752	1	0	0
NC_030793	0	1	2
NC_030801	2	2	4
NC_030800	2	2	5
NC_030799	2	2	5
NC_030798	3	1	3
NC_030797	1	4	5
NC_030796	3	3	4
NC_030795	1	4	7
NC_030794	0	1	2
NC_030838	0	1	5
NC_030837	2	0	1
NC_030840	0	1	1
NC_030847	1	0	0
NC_030839	5	2	4
NC_030844	0	7	2
NC_030843	1	0	0
NC_030922	1	1	1
NC_030926	1	2	5
NC_030938	1	0	0
NC_030864	0	2	1
NC_030863	0	3	1
NC_030862	0	2	1
NC_030861	0	3	1
NC_030873	1	2	3
NC_030876	1	0	0
NC_030875	1	0	0
NC_030872	1	0	0
NC_030871	0	2	1
NC_030870	0	1	1
NC_030869	0	2	2
NC_030868	0	4	2
NC_030867	0	2	2
NC_030877	0	1	1
NC_030882	1	0	0
NC_030879	0	1	1
NC_030866	1	0	0
NC_030887	0	2	3
NC_031093	1	3	4
NC_031088	2	4	2
NC_031141	0	1	1
NC_031142	0	1	1
NC_031083	0	4	5
NC_031138	1	0	0
NC_031139	0	1	1
NC_031136	0	2	1
NC_031135	1	0	0
NC_031134	1	0	0
NC_031106	0	3	1
NC_031105	0	1	1
NC_031089	2	1	4
NC_031221	0	1	1
NC_031222	1	0	0
NC_031217	1	3	2
NC_031218	0	1	1
NC_031220	1	0	0
NC_031216	1	6	4
NC_031215	2	3	4
NC_031214	2	2	1
NC_031244	2	3	2
NC_031225	4	3	2
NC_031283	1	4	4
NC_031282	3	3	3
NC_031278	2	4	4
NC_031295	1	0	0
NC_031298	0	1	1
NC_031276	1	1	0
NC_031293	0	1	1
NC_031294	1	0	0
NC_031287	0	1	1
NC_031292	0	1	1
NC_031291	1	0	0
NC_031288	0	3	1
NC_031248	2	3	2
NC_031275	1	3	2
NC_031273	1	3	2
NC_031272	0	3	6
NC_031270	0	3	4
NC_031268	1	1	1
NC_031284	0	1	1
NC_031259	3	0	0
NC_031240	4	1	1
NC_031236	3	1	2
NC_031232	4	3	2
NC_031227	3	3	3
NC_031301	4	1	1
NC_031313	0	1	1
NC_031316	0	1	1
NC_031314	1	0	0
NC_031304	2	1	2
NC_031303	2	3	4
NC_031309	0	1	1
NC_031312	0	1	1
NC_031308	1	0	0
NC_031307	1	0	0
NC_031302	3	1	2
NC_031306	0	3	7
NC_031320	1	0	0
NC_031317	0	1	1
NC_031318	0	1	1
NC_031326	1	3	3
NC_031327	0	1	2
NC_031336	0	1	1
NC_031338	0	1	1
NC_031339	1	0	1
NC_031340	0	3	6
NC_031341	0	1	1
NC_031342	1	1	1
NC_031448	1	1	5
NC_031453	2	1	0
NC_031451	0	2	5
NC_031449	0	1	1
NC_031450	2	2	3
NC_031458	0	3	6
NC_031459	1	0	1
NC_031454	1	1	1
NC_031455	0	1	5
NC_031456	0	2	6
NC_031457	2	1	0
NC_031452	0	2	5
NC_031461	0	2	2
NC_031464	1	1	1
NC_031463	1	1	1
NC_031462	0	1	1
NC_031466	0	3	6
NC_031670	0	2	2
NC_031695	0	1	5
NC_031692	0	8	3
NC_031687	0	2	2
NC_031690	3	2	2
NC_031691	3	1	2
NC_031688	1	1	1
NC_023483	0	1	1
NC_031747	1	4	5
NC_031758	0	2	2
NC_031759	1	1	1
NC_031762	0	1	1
NC_031757	1	2	3
NC_031752	0	1	1
NC_031756	0	1	6
NC_031754	0	2	6
NC_031750	0	1	1
NC_031749	0	1	1
NC_031751	0	2	2
NC_031753	0	2	1
NC_031760	0	2	7
NC_031766	0	1	1
NC_031763	1	0	0
NC_031764	0	2	5
NC_031765	0	2	2
NC_031761	42	92	114
NC_031800	0	3	8
NC_033737	0	2	5
NC_033464	38	49	48
NC_031955	2	3	3
NC_032004	0	1	5
NC_031961	0	4	5
NC_031960	0	3	2
NC_031958	0	5	0
NC_031957	0	6	0
NC_031988	1	2	4
NC_032005	1	1	5
NC_032006	0	1	5
NC_032087	0	1	1
NC_032106	0	2	2
NC_032104	0	1	5
NC_032107	5	3	3
NC_032118	0	2	6
NC_032114	0	1	1
NC_032115	1	1	1
NC_032112	0	3	2
NC_032120	1	2	6
NC_032116	0	2	1
NC_032113	1	2	1
NC_032117	1	3	2
NC_032150	0	1	1
NC_032149	0	1	1
NC_032121	1	0	0
NC_032127	2	3	2
NC_032154	1	0	0
NC_032155	0	1	1
NC_032131	0	1	1
NC_032132	1	1	0
NC_032128	0	1	1
NC_032130	0	2	1
NC_032148	1	0	0
NC_032146	1	0	0
NC_032147	1	0	0
NC_032143	1	0	0
NC_032145	1	0	0
NC_032144	0	2	1
NC_032140	0	1	1
NC_032141	1	0	0
NC_032142	1	0	0
NC_032124	4	1	2
NC_032138	0	1	1
NC_032139	1	0	0
NC_032136	1	0	0
NC_032137	0	2	1
NC_032135	0	1	1
NC_032153	0	1	1
NC_032151	1	0	0
NC_032152	1	1	0
NC_032161	1	0	0
NC_032162	0	1	1
NC_032164	1	0	0
NC_032165	2	0	0
NC_032166	1	0	0
NC_032167	1	0	0
NC_032168	1	0	0
NC_032169	0	1	1
NC_032170	1	0	0
NC_032163	1	0	0
NC_032158	1	0	0
NC_032159	0	1	1
NC_032160	1	0	0
NC_032157	1	0	0
NC_032156	1	0	0
NC_032129	1	1	1
NC_032172	0	2	1
NC_023484	0	1	1
NC_023485	1	1	3
NC_023486	1	0	0
NC_023487	1	0	0
NC_023488	1	0	0
NC_023489	1	0	0
NC_023490	1	0	0
NC_023491	1	0	0
NC_023492	1	0	0
NC_023493	1	0	0
NC_023494	0	3	1
NC_023495	0	1	1
NC_023496	2	2	4
NC_003639	0	1	1
NC_032122	1	1	1
NC_032125	1	2	1
NC_032123	3	2	2
NC_032682	1	1	1
NC_032726	0	2	3
NC_032208	0	1	2
NC_032252	1	1	1
NC_032240	1	1	2
NC_032182	1	1	1
NC_032189	0	2	2
NC_032199	0	2	2
NC_032207	1	2	2
NC_032224	0	2	3
NC_032222	0	5	3
NC_032209	0	1	1
NC_032221	1	0	0
NC_032186	1	1	1
NC_032241	0	1	1
NC_032225	0	1	2
NC_032245	3	2	1
NC_032242	4	2	2
NC_032215	0	2	2
NC_032180	1	3	3
NC_032211	1	3	2
NC_032218	1	0	0
NC_032231	0	4	3
NC_032259	0	1	1
NC_032261	0	1	1
NC_032263	1	0	0
NC_032264	0	1	1
NC_032265	0	1	1
NC_032266	0	1	1
NC_032267	1	0	0
NC_032258	0	1	1
NC_032260	1	0	0
NC_032262	1	0	0
NC_032256	1	0	0
NC_032257	1	1	0
NC_032282	1	0	0
NC_032174	0	2	2
NC_032175	1	1	1
NC_032276	1	0	0
NC_032281	1	0	0
NC_032277	0	1	1
NC_032278	0	1	1
NC_032279	0	2	1
NC_032280	0	1	1
NC_032203	1	2	3
NC_032230	0	1	2
NC_032179	1	0	0
NC_032255	9	57	114
NC_032270	0	1	1
NC_032271	1	0	0
NC_032212	1	1	0
NC_032268	0	2	2
NC_032184	0	2	2
NC_032236	0	1	2
NC_032196	0	2	2
