Genome	TP	FP	FN
NC_027198	2	2	3
NC_027208	1	1	3
NC_027209	2	0	0
NC_027211	1	3	2
NC_027210	1	0	0
NC_027117	1	7	1
NC_027123	1	3	3
NC_027121	6	3	5
NC_027122	2	1	1
NC_027131	3	0	1
NC_027133	1	0	0
NC_027141	0	1	1
NC_027142	0	2	2
NC_027140	1	0	0
NC_027124	6	2	9
NC_027128	1	0	0
NC_027126	0	1	1
NC_027138	1	0	0
NC_027139	1	0	0
NC_027135	1	1	1
NC_027137	0	1	2
NC_027134	1	1	1
NC_027136	0	1	2
NC_027129	1	1	5
NC_027214	0	1	1
NC_027212	0	2	2
NC_027215	3	0	3
NC_027428	0	2	2
NC_027426	1	2	2
NC_027427	2	0	0
NC_027432	0	0	0
NC_027431	1	0	0
NC_027430	1	1	2
NC_027429	2	2	1
NC_027534	1	0	0
NC_027535	0	1	1
NC_027537	0	1	1
NC_027538	0	1	1
NC_027549	1	0	0
NC_027550	0	1	1
NC_027552	1	0	1
NC_027551	1	0	1
NC_027536	1	0	0
NC_027548	0	1	1
NC_027563	1	0	0
NC_027565	1	0	0
NC_027566	0	1	1
NC_027564	0	1	1
NC_027553	0	1	1
NC_027567	1	0	0
NC_027568	1	0	0
NC_027569	0	1	1
NC_027571	0	1	1
NC_027573	0	1	1
NC_027576	1	0	0
NC_027574	1	0	0
NC_027570	0	1	1
NC_027572	1	0	0
NC_027532	1	2	5
NC_027528	3	1	4
NC_027527	3	0	3
NC_027533	0	1	1
NC_027539	1	0	0
NC_027540	0	1	1
NC_027543	1	0	0
NC_027545	0	1	1
NC_027546	1	0	1
NC_027547	1	0	1
NC_027542	0	1	1
NC_027544	1	0	0
NC_027541	1	0	0
NC_027531	2	2	6
NC_027530	2	0	0
NC_027619	0	1	2
NC_027637	1	0	5
NC_027636	3	4	3
NC_027635	4	1	1
NC_027634	0	2	6
NC_027633	0	0	5
NC_027631	2	0	1
NC_027648	3	5	2
NC_027647	3	1	2
NC_027646	1	4	4
NC_027645	6	0	0
NC_027644	0	4	5
NC_027643	1	4	4
NC_027642	4	2	3
NC_027641	2	4	4
NC_027640	2	3	3
NC_027639	0	3	5
NC_027638	0	3	4
NC_027701	1	1	1
NC_027714	2	1	5
NC_027710	0	3	4
NC_027712	6	2	3
NC_027713	1	0	0
NC_027706	1	0	0
NC_027711	1	2	3
NC_027702	0	0	0
NC_027703	2	2	4
NC_027720	1	1	1
NC_027719	2	0	0
NC_027718	1	0	0
NC_027776	0	3	2
NC_027777	2	0	0
NC_027783	1	1	1
NC_027789	1	1	1
NC_027793	0	2	2
NC_027791	1	1	1
NC_027787	1	1	1
NC_027782	2	0	0
NC_027785	1	2	1
NC_027784	0	1	2
NC_027795	1	1	1
NC_027796	0	1	1
NC_027781	1	1	1
NC_027802	1	0	0
NC_027808	1	0	0
NC_027809	1	0	0
NC_027810	1	0	0
NC_035937	0	1	1
NC_035938	1	0	0
NC_035939	0	1	1
NC_035935	0	1	1
NC_035936	0	1	1
NC_027816	1	0	0
NC_027804	0	1	1
NC_027805	0	1	1
NC_027806	0	1	1
NC_027811	1	0	0
NC_027812	0	1	1
NC_027813	0	1	1
NC_027803	1	0	0
NC_027807	0	1	1
NC_027814	1	0	0
NC_027815	0	1	1
NC_027779	3	1	3
NC_027790	1	0	0
NC_027799	1	1	1
NC_027797	0	2	2
NC_027780	1	1	1
NC_027798	0	2	2
NC_027800	2	0	0
NC_027792	1	1	1
NC_027786	1	1	1
NC_027794	1	1	1
NC_027788	2	0	0
NC_027801	1	1	1
NC_027822	0	1	1
NC_027823	1	0	0
NC_027916	82	22	28
NC_027915	0	1	1
NC_027821	0	2	3
NC_027818	0	1	1
NC_027820	1	2	2
NC_027920	0	1	1
NC_030690	2	2	4
NC_029255	48	21	29
NC_027924	6	0	0
NC_027923	77	37	68
NC_027917	1	0	0
NC_027919	0	1	1
NC_027918	0	1	1
NC_027926	0	1	1
NC_027927	2	0	0
NC_027922	1	1	2
NC_027928	1	0	0
NC_027929	0	1	2
NC_027930	2	0	0
NC_027921	0	1	1
NC_027998	1	1	0
NC_028044	1	1	1
NC_028045	2	0	0
NC_028046	2	0	4
NC_028099	50	14	37
NC_028097	1	0	0
NC_028098	0	2	2
NC_028115	1	0	0
NC_028126	4	0	4
NC_028125	4	1	2
NC_028134	0	2	2
NC_028133	0	1	1
NC_028124	2	0	4
NC_028114	3	1	3
NC_028111	2	2	4
NC_028129	1	2	3
NC_028119	2	2	3
NC_028117	2	2	3
NC_028132	0	0	0
NC_028131	0	0	0
NC_028116	1	0	0
NC_028128	1	0	0
NC_028130	1	0	0
NC_028123	3	1	1
NC_028120	2	1	2
NC_028127	3	1	2
NC_030688	2	2	4
NC_028368	1	0	0
NC_028374	1	0	0
NC_028371	1	1	0
NC_028376	1	0	0
NC_028365	0	1	1
NC_028364	1	0	0
NC_028363	0	1	1
NC_028378	2	0	1
NC_028372	1	0	0
NC_028370	1	0	0
NC_028377	1	0	0
NC_028367	1	0	0
NC_028373	1	0	0
NC_028369	1	0	0
NC_028375	1	0	0
NC_028387	2	0	0
NC_028382	1	0	0
NC_028383	0	1	1
NC_028386	0	1	2
NC_028384	1	1	1
NC_028385	2	0	0
NC_028389	1	0	0
NC_028388	1	0	0
NC_028391	1	0	1
NC_028392	1	1	1
NC_028396	1	0	0
NC_028397	1	0	0
NC_028393	1	0	1
NC_028398	1	0	0
NC_028399	0	1	1
NC_028394	1	1	1
NC_028395	0	1	1
NC_028402	1	1	1
NC_028400	1	0	0
NC_028401	1	1	1
NC_028136	2	0	1
NC_028144	1	0	0
NC_028145	1	0	0
NC_028142	3	0	2
NC_028143	2	0	0
NC_028141	2	0	0
NC_028140	3	0	2
NC_028137	1	0	0
NC_028138	2	0	0
NC_004732	3	0	1
NC_028146	1	0	0
NC_028139	1	0	0
NC_028240	1	0	0
NC_028230	4	1	2
NC_028243	4	0	0
NC_028232	2	3	6
NC_028242	1	1	1
NC_028239	6	2	5
NC_028236	4	1	3
NC_028241	7	3	4
NC_028244	8	0	2
NC_028231	5	1	1
NC_028249	4	2	4
NC_028246	6	2	3
NC_028253	0	1	1
NC_028252	1	0	1
NC_028250	1	0	0
NC_028251	1	0	0
NC_028255	4	1	1
NC_028265	3	1	0
NC_028264	2	1	0
NC_028263	3	0	0
NC_028261	2	0	0
NC_028260	1	2	2
NC_028259	2	2	1
NC_028267	3	3	3
NC_028271	0	0	0
NC_028262	3	0	2
NC_028266	3	1	0
NC_028362	5	1	1
NC_028470	1	1	1
NC_028467	1	1	1
NC_028490	1	0	0
NC_028488	2	0	0
NC_028486	1	1	1
NC_028485	2	0	0
NC_028483	2	0	0
NC_028481	1	1	1
NC_028480	2	0	0
NC_028491	76	16	49
NC_028476	0	1	1
NC_028474	0	0	1
NC_028472	0	2	1
NC_028471	0	1	1
NC_028475	0	3	1
NC_028473	0	1	1
NC_028478	3	1	1
NC_028482	3	1	0
NC_028477	2	0	0
NC_028494	1	0	0
NC_028499	1	0	0
NC_028495	1	0	0
NC_028496	1	0	0
NC_028497	1	0	0
NC_028500	1	0	0
NC_028636	105	8	26
NC_028635	2	2	4
NC_028649	4	0	2
NC_028462	1	1	0
NC_028492	3	2	2
NC_028466	0	1	1
NC_037570	0	1	1
NC_037571	1	0	0
NC_037572	1	0	0
NC_028465	0	1	2
NC_037574	1	1	1
NC_037576	1	1	1
NC_037577	1	0	0
NC_037578	0	1	1
NC_037573	0	1	1
NC_037575	1	0	0
NC_023339	3	1	2
NC_028752	5	1	2
NC_028650	2	0	1
NC_029122	1	0	0
NC_029123	1	0	0
NC_029124	0	1	1
NC_028891	11	3	4
NC_028902	2	2	2
NC_028975	3	0	2
NC_028868	2	1	3
NC_028949	0	1	1
NC_028989	2	2	4
NC_028921	1	1	1
NC_028973	1	1	2
NC_028981	1	0	0
NC_028970	1	0	0
NC_028964	0	1	1
NC_028806	5	1	4
NC_029034	1	1	1
NC_029037	2	0	1
NC_029035	1	1	1
NC_028948	2	0	0
NC_028994	0	0	1
NC_028993	0	5	1
NC_029014	2	2	2
NC_029012	2	1	4
NC_028867	5	1	3
NC_028824	4	2	2
NC_028814	4	2	3
NC_028833	3	4	3
NC_028811	3	3	3
NC_029038	1	0	0
NC_029036	1	0	0
NC_028985	3	0	3
NC_029051	1	0	0
NC_029132	61	22	15
NC_029053	2	4	12
NC_029052	1	1	1
NC_029109	1	1	1
NC_029108	0	2	2
NC_029096	2	0	0
NC_029095	1	0	0
NC_029064	0	1	1
NC_029117	2	2	4
NC_029105	2	0	3
NC_037611	2	0	0
NC_029125	2	1	0
NC_029126	2	0	0
NC_029089	2	1	4
NC_029088	4	0	2
NC_029087	4	0	2
NC_029086	3	1	3
NC_029085	3	0	3
NC_029082	0	1	1
NC_037616	0	1	1
NC_037617	0	2	2
NC_029063	1	0	0
NC_029128	0	1	1
NC_029129	0	2	2
NC_029127	1	0	0
NC_029076	0	1	1
NC_029115	0	1	1
NC_029114	0	1	1
NC_029112	0	1	1
NC_029111	1	1	1
NC_029110	1	1	1
NC_029133	3	0	2
NC_029131	2	0	0
NC_029300	2	0	2
NC_029303	3	0	0
NC_029301	1	0	1
NC_029302	0	3	3
NC_029304	86	10	32
NC_029311	41	38	38
NC_029312	1	1	1
NC_029313	0	1	1
NC_024910	0	1	1
NC_024911	1	0	0
NC_024912	0	1	1
NC_024914	0	1	1
NC_024916	0	1	1
NC_024917	0	1	1
NC_024918	1	0	0
NC_024919	1	0	0
NC_024920	1	0	0
NC_023420	1	0	0
NC_024913	1	0	0
NC_024915	0	1	1
NC_023421	1	0	1
NC_023422	0	2	1
NC_029306	1	1	1
NC_029307	2	0	0
NC_029309	1	1	1
NC_033620	81	19	51
NC_033618	1	0	0
NC_033619	1	0	0
NC_033776	1	1	1
NC_033781	2	2	5
NC_033783	1	0	0
NC_033785	0	1	1
NC_033786	1	0	0
NC_033787	1	0	0
NC_033788	0	1	1
NC_033789	0	1	1
NC_033790	0	1	1
NC_033791	0	1	1
NC_033784	0	1	1
NC_033782	1	0	0
NC_033779	1	2	5
NC_033777	1	2	4
NC_033792	1	2	2
NC_033740	3	2	3
NC_033706	1	3	3
NC_033701	5	0	0
NC_033727	3	0	0
NC_033732	1	0	0
NC_033709	2	2	2
NC_033711	2	2	2
NC_033702	0	1	1
NC_033712	2	1	2
NC_033714	3	1	1
NC_033717	2	2	2
NC_033718	1	0	0
NC_033708	1	0	0
NC_033748	1	0	0
NC_033751	1	1	1
NC_033731	4	3	2
NC_033735	0	4	3
NC_033733	2	0	0
NC_033710	3	0	0
NC_033707	3	1	0
NC_033749	1	1	1
NC_033750	1	0	0
NC_033713	2	0	0
NC_033722	2	0	0
NC_033764	0	1	1
NC_033765	1	0	0
NC_033766	1	0	0
NC_033767	1	0	0
NC_033769	1	0	0
NC_033768	1	0	0
NC_033762	2	0	1
NC_033763	0	2	1
NC_033760	1	0	0
NC_033761	0	1	1
NC_033759	0	1	1
NC_033756	1	0	0
NC_033757	1	0	0
NC_033758	2	0	0
NC_033725	1	0	0
NC_033729	1	0	0
NC_033772	2	0	0
NC_033773	2	0	0
NC_033774	1	0	0
NC_033745	3	2	3
NC_033744	2	2	3
NC_033741	3	1	1
NC_033746	3	1	1
NC_033747	0	3	3
NC_033742	0	3	3
NC_033743	0	3	3
NC_033736	1	2	2
NC_033739	2	2	2
NC_033738	3	0	1
NC_033696	1	3	2
NC_033695	1	0	0
NC_033720	1	1	1
NC_033716	1	0	0
NC_033700	2	3	2
NC_033734	1	1	1
NC_033704	2	0	0
NC_033705	4	1	1
NC_033753	1	0	0
NC_033754	1	0	0
NC_033730	2	0	0
NC_033728	2	1	1
NC_033703	1	2	2
NC_033719	3	0	0
NC_033752	0	2	2
NC_033755	1	0	0
NC_018102	3	1	2
NC_018105	3	0	0
NC_033793	0	1	1
NC_033824	1	1	1
NC_033823	1	0	0
NC_033820	1	0	0
NC_033828	1	0	0
NC_033830	0	1	1
NC_033831	0	2	2
NC_033847	0	1	1
NC_033851	1	0	0
NC_033852	1	0	0
NC_033816	0	1	1
NC_033815	0	3	2
NC_033822	1	0	0
NC_033827	1	0	0
NC_033829	72	15	23
NC_033832	2	0	0
NC_033833	1	1	1
NC_033834	1	0	0
NC_033821	1	2	2
NC_033817	0	0	2
NC_018136	0	1	1
NC_018137	0	2	2
NC_018138	0	1	1
NC_018151	2	2	3
NC_018173	1	2	2
NC_018174	4	1	4
NC_018175	3	0	3
NC_018176	1	0	0
NC_034017	1	0	0
NC_018226	0	1	1
NC_034161	1	0	0
NC_034160	1	1	1
NC_034155	3	1	0
NC_034158	2	1	1
NC_034159	1	0	0
NC_034167	1	0	0
NC_034215	1	0	0
NC_034214	0	1	1
NC_034210	0	2	2
NC_034216	0	1	1
NC_034217	1	0	0
NC_034219	3	2	3
NC_034218	2	2	4
NC_034221	1	3	5
NC_034220	1	2	5
NC_034222	0	1	1
NC_034223	1	0	0
NC_034224	0	2	1
NC_034225	0	1	1
NC_034240	5	2	2
NC_034243	1	2	3
NC_018403	0	1	1
NC_018404	2	0	0
NC_018402	1	0	0
NC_018401	1	1	1
NC_018382	1	1	2
NC_018399	2	1	1
NC_018384	1	0	0
NC_018383	1	0	0
NC_034265	4	0	2
NC_034266	95	39	35
NC_034267	1	0	0
NC_034253	3	1	2
NC_034247	2	2	5
NC_034246	1	3	6
NC_034250	0	1	1
NC_034245	0	1	1
NC_034254	1	0	0
NC_034255	1	0	0
NC_034256	1	0	0
NC_034261	0	1	1
NC_034262	1	0	0
NC_034263	0	1	1
NC_034252	2	0	2
NC_034251	2	2	3
NC_034264	1	2	3
NC_034273	1	0	0
NC_018448	3	0	2
NC_018450	2	0	1
NC_018449	2	2	3
NC_018456	2	0	0
NC_018457	3	0	1
NC_018458	4	1	1
NC_018481	2	0	0
NC_018484	1	0	1
NC_018482	1	0	1
NC_018483	1	1	1
NC_018455	1	0	0
NC_018461	1	0	0
NC_018462	1	0	1
NC_018466	1	0	0
NC_018459	1	0	0
NC_018460	1	0	1
NC_018465	1	0	0
NC_018464	0	1	2
NC_018467	1	0	0
NC_018463	1	0	0
NC_018476	1	0	0
NC_018477	1	0	1
NC_018478	1	0	0
NC_034375	2	1	2
NC_034378	3	1	4
NC_034377	2	2	2
NC_034376	2	1	3
NC_034381	1	0	0
NC_034384	1	0	0
NC_023425	2	0	1
NC_023435	1	2	1
NC_023434	2	0	0
NC_023433	1	1	1
NC_023432	1	1	1
NC_023431	0	2	2
NC_023429	2	0	0
NC_023428	2	0	0
NC_023430	1	1	1
NC_023427	1	1	1
NC_023436	2	0	0
NC_030311	1	1	1
NC_030310	3	1	3
NC_030309	1	1	0
NC_030378	1	0	0
NC_030379	2	0	0
NC_030380	1	1	1
NC_030392	2	0	0
NC_023441	3	1	0
NC_023442	89	14	38
NC_023440	2	1	1
NC_023443	1	0	0
NC_030396	0	1	1
NC_030395	0	1	1
NC_030393	0	0	1
NC_030398	1	1	2
NC_030400	1	0	1
NC_030402	2	0	0
NC_030405	0	1	1
NC_030406	1	0	0
NC_030407	1	1	1
NC_030409	1	0	0
NC_030410	0	1	1
NC_030413	1	0	0
NC_030415	0	1	1
NC_030411	0	1	1
NC_030412	1	0	0
NC_030414	0	1	1
NC_030408	0	1	1
NC_030391	0	1	1
NC_030399	0	1	1
NC_030397	0	1	1
NC_030447	1	2	3
NC_030448	0	2	3
NC_030479	1	0	0
NC_030480	1	0	0
NC_030458	1	6	3
NC_030472	2	3	2
NC_030462	3	0	0
NC_030648	0	0	0
NC_030655	1	0	0
NC_030657	1	0	1
NC_030658	1	0	0
NC_030659	1	0	0
NC_030660	1	0	0
NC_030661	0	1	1
NC_030662	1	0	0
NC_030663	0	1	1
NC_030654	2	2	3
NC_030651	1	0	0
NC_030650	0	2	2
NC_030649	0	0	0
NC_030653	1	0	0
NC_030693	1	1	1
NC_030697	1	0	0
NC_030699	2	2	4
NC_030701	3	2	3
NC_030745	1	0	0
NC_030744	1	0	0
NC_030742	1	2	4
NC_030749	3	1	3
NC_030748	2	0	5
NC_030746	2	1	3
NC_030747	0	2	1
NC_030750	1	0	0
NC_030752	1	0	0
NC_030793	1	1	1
NC_030801	5	0	1
NC_030800	5	0	2
NC_030799	4	2	3
NC_030798	5	0	1
NC_030797	4	1	2
NC_030796	5	0	2
NC_030795	5	1	3
NC_030794	1	0	1
NC_030838	2	1	3
NC_030837	2	0	1
NC_030840	0	1	1
NC_030847	1	0	0
NC_030839	3	1	6
NC_030844	1	1	1
NC_030843	1	0	0
NC_030922	2	0	0
NC_030926	2	2	4
NC_030938	1	0	0
NC_030864	0	2	1
NC_030863	0	1	1
NC_030862	0	0	1
NC_030861	0	1	1
NC_030873	1	2	3
NC_030876	1	0	0
NC_030875	1	0	0
NC_030872	1	0	0
NC_030871	1	1	0
NC_030870	1	0	0
NC_030869	2	0	0
NC_030868	1	1	1
NC_030867	2	0	0
NC_030877	1	0	0
NC_030882	1	0	0
NC_030878	1	0	0
NC_030879	1	0	0
NC_030866	1	0	0
NC_030865	0	1	1
NC_030887	1	1	2
NC_030888	1	0	0
NC_030891	1	1	1
NC_031093	4	1	1
NC_031088	3	2	1
NC_031141	0	1	1
NC_031142	0	2	1
NC_031083	4	1	1
NC_031138	1	0	0
NC_031139	1	0	0
NC_031136	0	3	1
NC_031135	1	0	0
NC_031079	4	1	1
NC_031130	1	0	0
NC_031134	1	0	0
NC_031106	1	0	0
NC_031105	1	0	0
NC_031089	3	0	3
NC_031221	1	0	0
NC_031222	1	0	0
NC_031217	2	2	1
NC_031218	1	0	0
NC_031220	1	0	0
NC_031216	4	2	1
NC_031215	5	1	1
NC_031214	3	1	0
NC_031244	4	1	0
NC_031225	4	2	2
NC_031283	4	2	1
NC_031282	6	0	0
NC_031278	5	1	1
NC_031295	0	1	1
NC_031298	1	0	0
NC_031276	1	1	0
NC_031293	1	0	0
NC_031294	1	0	0
NC_031287	1	0	0
NC_031292	0	1	1
NC_031291	0	1	1
NC_031288	1	0	0
NC_031248	2	3	2
NC_031275	3	2	0
NC_031273	3	1	0
NC_031272	4	2	2
NC_031270	4	1	0
NC_031268	2	1	0
NC_031284	1	0	0
NC_031285	1	1	0
NC_031259	2	1	1
NC_031240	3	2	2
NC_031236	5	0	0
NC_031232	6	0	0
NC_031227	5	1	1
NC_031301	5	0	0
NC_031313	1	0	0
NC_031316	0	1	1
NC_031314	1	0	0
NC_031304	2	2	2
NC_031303	4	2	2
NC_031309	0	1	1
NC_031312	1	0	0
NC_031308	0	1	1
NC_031307	1	0	0
NC_031302	4	1	1
NC_031306	2	0	5
NC_031305	5	0	0
NC_031320	0	1	1
NC_031321	1	0	0
NC_031317	1	0	0
NC_031318	1	0	0
NC_031326	2	2	2
NC_031327	1	0	1
NC_031336	0	1	1
NC_031338	1	0	0
NC_031339	0	1	2
NC_031340	1	1	5
NC_031341	0	1	1
NC_031342	2	0	0
NC_031448	1	1	5
NC_031453	2	0	0
NC_031451	2	0	3
NC_031449	0	1	1
NC_031450	2	2	3
NC_031458	3	0	3
NC_031459	2	0	0
NC_031454	2	0	0
NC_031455	3	0	2
NC_031456	3	0	3
NC_031457	2	0	0
NC_031452	3	0	2
NC_031461	1	1	1
NC_031464	0	2	2
NC_031463	1	1	1
NC_031462	1	0	0
NC_031466	2	2	4
NC_031670	2	0	0
NC_031695	3	0	2
NC_031692	0	1	3
NC_031687	1	1	1
NC_031690	5	0	0
NC_031691	2	3	3
NC_031688	2	0	0
NC_023483	1	0	0
NC_031747	2	2	4
NC_031758	1	1	1
NC_031759	1	1	1
NC_031762	1	0	0
NC_031757	2	1	2
NC_031752	1	0	0
NC_031756	5	1	1
NC_031754	3	0	3
NC_031750	1	0	0
NC_031749	1	0	0
NC_031751	1	1	1
NC_031753	0	3	1
NC_031760	2	0	5
NC_031766	1	0	0
NC_031763	1	0	0
NC_031764	2	0	3
NC_031765	2	0	0
NC_031761	104	17	52
NC_031800	2	2	6
NC_033737	2	0	3
NC_033464	68	15	18
NC_031955	4	1	1
NC_032004	2	1	3
NC_031961	3	0	2
NC_031960	2	0	0
NC_031958	0	5	0
NC_031957	0	5	0
NC_031988	3	2	2
NC_032005	2	2	4
NC_032006	3	0	2
NC_032087	1	0	0
NC_032106	1	1	1
NC_032104	5	0	0
NC_032107	4	2	4
NC_032118	2	1	4
NC_032114	0	1	1
NC_032115	1	1	1
NC_032112	1	1	1
NC_032119	1	0	0
NC_032120	2	2	5
NC_032116	1	0	0
NC_032113	2	1	0
NC_032117	3	0	0
NC_032150	0	1	1
NC_032149	1	0	0
NC_032121	1	0	0
NC_032127	3	2	1
NC_032133	1	0	0
NC_032134	1	0	0
NC_032154	0	1	1
NC_032155	0	1	1
NC_032131	1	0	0
NC_032132	1	0	0
NC_032128	1	0	0
NC_032130	0	2	1
NC_032148	1	0	0
NC_032146	1	0	0
NC_032147	1	0	0
NC_032143	1	0	0
NC_032145	1	0	0
NC_032144	0	1	1
NC_032140	1	0	0
NC_032141	1	0	0
NC_032142	1	0	0
NC_032124	5	0	1
NC_032138	0	1	1
NC_032139	1	0	0
NC_032136	1	0	0
NC_032137	1	1	0
NC_032135	1	0	0
NC_032153	0	1	1
NC_032151	1	0	0
NC_032152	1	0	0
NC_032161	0	1	1
NC_032162	1	0	0
NC_032164	1	0	0
NC_032165	2	0	0
NC_032166	1	0	0
NC_032167	0	1	1
NC_032168	1	0	0
NC_032169	1	0	0
NC_032170	1	1	0
NC_032163	1	0	0
NC_032158	1	0	0
NC_032159	0	1	1
NC_032160	1	0	0
NC_032157	1	0	0
NC_032156	1	0	0
NC_032129	2	0	0
NC_032172	0	1	1
NC_023484	1	0	0
NC_023485	3	0	1
NC_023486	1	0	0
NC_023487	1	0	0
NC_023488	1	0	0
NC_023489	0	1	1
NC_023490	1	0	0
NC_023491	1	0	0
NC_023492	1	0	0
NC_023493	0	1	1
NC_023494	1	1	0
NC_023495	0	1	1
NC_023496	5	0	1
NC_003639	0	1	1
NC_032122	1	1	1
NC_032125	2	0	0
NC_032123	3	2	2
NC_032682	1	1	1
NC_032726	1	2	2
NC_032208	2	0	0
NC_032252	0	2	2
